"","classes","goals","related"
"600","BISC-101","2,3,4,9","Inclusive"
"601","BISC-102","1,2,6,7,8,9,10,11,12,13,14,15","Focused"
"602","BISC-103","2,4,8,12,14,15,17","Inclusive"
"603","BISC-104","1,3,5,8,9,10,16","Inclusive"
"604","BISC-110","1,4,8,17","Inclusive"
"605","BISC-115","2,4,11,17","Inclusive"
"606","BISC-120","2,4,5,8,10,12,14,15","Focused"
"607","BISC-121","4,9","Inclusive"
"608","BISC-150","1,2,3,5,8,9,10,12,15","Focused"
"609","BISC-180","","NotRelated"
"610","BISC-193","4,17","Inclusive"
"611","BISC-194","4,17","Inclusive"
"612","BISC-199","17","Inclusive"
"613","BISC-220","4,9","Inclusive"
"614","BISC-221","4,9","Inclusive"
"615","BISC-230","4,9","Inclusive"
"616","BISC-300","2,3,6,8,12,14,15","Focused"
"617","BISC-305","4,15","Focused"
"618","BISC-307","3,9,15","Focused"
"619","BISC-312","","NotRelated"
"620","BISC-313","1,8,10,11","Inclusive"
"621","BISC-315","2,4,8,11,12,13,14,15","Focused"
"622","BISC-320","4","Inclusive"
"623","BISC-321","1,4,5,8,9,17","Inclusive"
"624","BISC-325","1,3,8,10","Inclusive"
"625","BISC-330","9","Inclusive"
"626","BISC-403","3,4,6,8,9,14,15,17","Inclusive"
"627","BISC-406","2,4,7,9","Inclusive"
"628","BISC-407","2,3,8,9,17","Inclusive"
"629","BISC-408","8,9,13","Focused"
"630","BISC-410","2,3,4","Inclusive"
"631","BISC-411","4,9,11","Inclusive"
"632","BISC-414","3,4,17","Inclusive"
"633","BISC-421","8,9,17","Inclusive"
"634","BISC-423","3","Inclusive"
"635","BISC-424","11","Inclusive"
"636","BISC-427","1,2,6,7,8,9,11,12,13,14,15,17","Inclusive"
"637","BISC-428","2,3,4,15","Focused"
"638","BISC-431","5,10,14,15","Focused"
"639","BISC-435","9","Inclusive"
"640","BISC-438","2","Inclusive"
"641","BISC-444","8,12,15","Focused"
"642","BISC-445","4","Inclusive"
"643","BISC-450","3,9","Inclusive"
"644","BISC-461","4,17","Inclusive"
"645","BISC-462","17","Inclusive"
"646","BISC-469","4,14","Focused"
"647","BISC-473","2,6,8,9,12,14,15","Focused"
"648","BISC-478","","NotRelated"
"649","BISC-480","4,8,9,15,17","Inclusive"
"650","BISC-481","","NotRelated"
"651","BISC-483","8,12,14,15","Focused"
"652","BISC-485","6,9,17","Inclusive"
"653","BISC-486","4,9","Inclusive"
"654","BISC-493","8,10,17","Inclusive"
"655","BISC-502A","9","Inclusive"
"656","BISC-502B","9","Inclusive"
"657","BISC-504","4,8,9,17","Inclusive"
"658","BISC-529","4,14,17","Inclusive"
"659","BISC-531","1,5,6,7,8,9,10,12,13,14,15,17","Inclusive"
"660","BISC-532","2,4,5,8,9,10,11,12,13,14,15,17","Inclusive"
"661","BISC-538","4,9,14","Focused"
"662","BISC-542","4,17","Inclusive"
"663","BISC-544","4,9","Inclusive"
"664","BISC-577A","4","Inclusive"
"665","BISC-582","2,4,8,9,11,12,13,14,15","Focused"
"666","BISC-583","1,8,12,14,15","Focused"
"667","BISC-584","11,12,15","Focused"
"668","BISC-585","17","Inclusive"
"669","BISC-593","8,9,17","Inclusive"
"670","BITE-582","9","Inclusive"
"671","BITE-590","9,17","Inclusive"
"672","BKN-550","4,9","Inclusive"
"673","BKN-551","9","Inclusive"
"674","BKN-552","","NotRelated"
"675","BKN-553","","NotRelated"
"676","BKN-557","9","Inclusive"
"677","BKN-559","17","Inclusive"
"678","BKN-563","9,17","Inclusive"
"679","BKN-578","8,9,17","Inclusive"
"680","BKN-590","9,17","Inclusive"
"681","BME-101","8,9,11,17","Inclusive"
"682","BME-201","8,9,17","Inclusive"
"683","BME-210","3,4,9","Inclusive"
"684","BME-302","9","Inclusive"
"685","BME-402","9","Inclusive"
"686","BME-403","3,9","Inclusive"
"687","BME-404","6,7,9,11,13","Focused"
"688","BME-405","9","Inclusive"
"689","BME-406","3,8,9,17","Inclusive"
"690","BME-410","9,12","Inclusive"
"691","BME-413","9","Inclusive"
"692","BME-416","8,9,17","Inclusive"
"693","BME-423","9","Inclusive"
"694","BME-425","7,8,9,13","Focused"
"695","BME-430","4,9","Inclusive"
"696","BME-451","4,9","Inclusive"
"697","BME-453","9","Inclusive"
"698","BME-501","8,9,10","Inclusive"
"699","BME-502","4,8,9,10","Inclusive"
"700","BME-505A","4,9,17","Inclusive"
"701","BME-505B","4,9,17","Inclusive"
"702","BME-506","3,9,12,17","Inclusive"
"703","BME-511","9","Inclusive"
"704","BME-513","9","Inclusive"
"705","BME-523","9","Inclusive"
"706","BME-525","8,9,13","Focused"
"707","BME-527","1,5,9","Inclusive"
"708","BME-528","3,7,9","Inclusive"
"709","BME-530","4,9","Inclusive"
"710","BME-533","17","Inclusive"
"711","BME-551","2,4,7,8,9,12,13","Focused"
"712","BME-552","8,9","Inclusive"
"713","BME-559","2,6,9,11,12,15","Focused"
"714","BME-566A","1,8,9,12,17","Inclusive"
"715","BME-566B","1,8,9,12,17","Inclusive"
"716","BME-566C","1,8,9,12,17","Inclusive"
"717","BME-566D","1,8,9,12,17","Inclusive"
"718","BME-567A","1,8,9,12,17","Inclusive"
"719","BME-567B","1,8,9,12,17","Inclusive"
"720","BME-590","9,17","Inclusive"
"721","BME-620","9","Inclusive"
"722","BME-650","9","Inclusive"
"723","BUAD-100","1,4,6,8,9,10,12","Inclusive"
"724","BUAD-101","4,8,9,17","Inclusive"
"725","BUAD-102","4,8,9,12,13,15,17","Inclusive"
"726","BUAD-104","8,9,11,12,13,15","Focused"
"727","BUAD-200","1,8,9,10","Inclusive"
"728","BUAD-201","1,8,9,10","Inclusive"
"729","BUAD-206","8,9,13,17","Inclusive"
"730","BUAD-215","8,9,10","Inclusive"
"731","BUAD-252","4,6,8,9,11,12","Inclusive"
"732","BUAD-280","8,9,10","Inclusive"
"733","BUAD-281","8,9,10","Inclusive"
"734","BUAD-301","1,4,6,8,9,10,11,12,16,17","Inclusive"
"735","BUAD-302","8,9,17","Inclusive"
"736","BUAD-302T","8,9,10,17","Inclusive"
"737","BUAD-304","4,8,9","Inclusive"
"738","BUAD-305","1,8,9,10","Inclusive"
"739","BUAD-306","4,7,8,9,10","Inclusive"
"740","BUAD-307","1,4,6,8,9,10,11,12","Inclusive"
"741","BUAD-310","8,9,10","Inclusive"
"742","BUAD-311","8,9,10,17","Inclusive"
"743","BUAD-311T","8,9,10","Inclusive"
"744","BUAD-315","4,6,8,9,10,11,12,17","Inclusive"
"745","BUAD-425","9,15","Focused"
"746","BUAD-493","8,9,17","Inclusive"
"747","BUAD-494","17","Inclusive"
"748","BUAD-495","1,4,8,9,10,17","Inclusive"
"749","BUAD-497","1,4,6,11,12","Inclusive"
"750","BUCO-333","1,5,8,9,10,11,16","Inclusive"
"751","BUCO-425","4,8,9,11,16,17","Inclusive"
"752","BUCO-450","8,9,12,17","Inclusive"
"753","BUCO-458","1,8,9","Inclusive"
"754","BUCO-460","8,9,11,13","Focused"
"755","BUCO-485","1,8,9,12,15,17","Inclusive"
"756","BUCO-503","8,9,17","Inclusive"
"757","BUCO-504T","1,9,17","Inclusive"
"758","BUCO-536","1,8,9","Inclusive"
"759","BUCO-552","1,4,8,9,10","Inclusive"
"760","BUCO-637","1,4,8,9,12","Inclusive"
"761","CBG-580","3,4,17","Inclusive"
"762","CBY-575","3,4","Inclusive"
"763","CBY-582","9,17","Inclusive"
"764","CBY-583","3,11,12,15","Focused"
"765","CBY-585","9,17","Inclusive"
"766","CBY-590","9,17","Inclusive"
"767","CBY-671","2,8,9,11","Inclusive"
"768","CBY-673","3,6,9,14,15","Focused"
"769","CE-106","4,6,9,11,12","Inclusive"
"770","CE-108","9","Inclusive"
"771","CE-110","2,6,7,8,9,11,12,13,14,15","Focused"
"772","CE-205","9","Inclusive"
"773","CE-207","9,12,17","Inclusive"
"774","CE-210","2,6,7,8,9,11,12,13,14,15","Focused"
"775","CE-225","7,8,13","Focused"
"776","CE-235","7,8,9,10,13","Focused"
"777","CE-309","2,6,7,8,9,12,13,14,15","Focused"
"778","CE-334","8,9,12","Inclusive"
"779","CE-358","9","Inclusive"
"780","CE-402","9","Inclusive"
"781","CE-408","9","Inclusive"
"782","CE-451","1,6,8,9,12,15,17","Inclusive"
"783","CE-453","4,6,9,11,12,13,14,15","Focused"
"784","CE-456","9,17","Inclusive"
"785","CE-457","8,9,17","Inclusive"
"786","CE-458","9","Inclusive"
"787","CE-460","1,4,6,8,9,11,12","Inclusive"
"788","CE-462","4,6,8,9,11,12","Inclusive"
"789","CE-463","6,8,9,11,12,13,14,15","Focused"
"790","CE-465","1,6,9,11,12","Inclusive"
"791","CE-466","1,6,9,10,11,15","Focused"
"792","CE-467","2,6,8,9,10","Inclusive"
"793","CE-469","2,4,6,7,8,9,12,13,14,15","Focused"
"794","CE-470","9,12,17","Inclusive"
"795","CE-471","4,6,9,11,12","Inclusive"
"796","CE-476","6,7,9,12","Inclusive"
"797","CE-478","8,9,11,15","Focused"
"798","CE-480","7,9,11","Inclusive"
"799","CE-482","9","Inclusive"
"800","CE-484","6,9,12","Inclusive"
"801","CE-485","6,7,8,9,12,13,14","Focused"
"802","CE-501","9","Inclusive"
"803","CE-502","1,8,9","Inclusive"
"804","CE-505","6,7,8,9,12,13,14,15","Focused"
"805","CE-506","1,8,9,12","Inclusive"
"806","CE-507","6,7,8,9,12,13","Focused"
"807","CE-516","6,8,9,12,13,14,15","Focused"
"808","CE-523","6,7,8,9,12,13,14,15","Focused"
"809","CE-526","8,9,10","Inclusive"
"810","CE-529A","8,9","Inclusive"
"811","CE-529B","8,9","Inclusive"
"812","CE-533","1,2,6,9,11","Inclusive"
"813","CE-537","9","Inclusive"
"814","CE-539","9,11,12","Inclusive"
"815","CE-541A","7,9,13","Focused"
"816","CE-542","7,13","Focused"
"817","CE-543","9,12","Inclusive"
"818","CE-546","7,8,9,12","Inclusive"
"819","CE-547","1,2,6,8,9,10,11","Inclusive"
"820","CE-553","2,6,7,8,9,12,13,14,15","Focused"
"821","CE-556","9,17","Inclusive"
"822","CE-557","9","Inclusive"
"823","CE-566","4,6,8,9,11,12,17","Inclusive"
"824","CE-570","9,17","Inclusive"
"825","CE-582","1,8,9,11,14","Focused"
"826","CE-583","1,2,4,6,9,11,12,15,16","Inclusive"
"827","CE-584","1,4,6,8,9,11,12,17","Inclusive"
"828","CE-585","9,11,12","Inclusive"
"829","CE-589","4,6,9,11,12,13,14","Focused"
"830","CE-590","9,17","Inclusive"
"831","CE-603","8,9","Inclusive"
"832","CHE-120","6,7,9,12,13","Focused"
"833","CHE-205","6,9,12","Inclusive"
"834","CHE-330","6,9,12","Inclusive"
"835","CHE-350","7,9,13","Focused"
"836","CHE-405","1,6,9,12","Inclusive"
"837","CHE-442","6,9,12","Inclusive"
"838","CHE-443","6,9,12","Inclusive"
"839","CHE-444A","4,6,9,11,12","Inclusive"
"840","CHE-444B","4,6,9,11,12","Inclusive"
"841","CHE-445","6,8,9,10,12","Inclusive"
"842","CHE-446","6,9,12","Inclusive"
"843","CHE-450","2,6,7,8,9,12,13,15","Focused"
"844","CHE-460","6,9,12","Inclusive"
"845","CHE-472","4,7,9,12","Inclusive"
"846","CHE-475","7,9,11","Inclusive"
"847","CHE-476","2,6,7,8,9,12","Inclusive"
"848","CHE-480","1,2,6,7,8,9,12,13,14,15","Focused"
"849","CHE-485","6,9,12","Inclusive"
"850","CHE-489","6,9,12","Inclusive"
"851","CHE-501","6,9,12","Inclusive"
"852","CHE-510","7,8,9,10,12,13","Focused"
"853","CHE-530","6,9,12","Inclusive"
"854","CHE-540","6,9,12","Inclusive"
"855","CHE-541","","NotRelated"
"856","CHE-542","6,9,12","Inclusive"
"857","CHE-544","6,9,12","Inclusive"
"858","CHE-550A","4,6,9,12","Inclusive"
"859","CHE-550B","4,6,9,12","Inclusive"
"860","CHE-586","6,9,12","Inclusive"
"861","CHE-590","9,17","Inclusive"
"862","CHEM-050","6,8,9,10,12","Inclusive"
"863","CHEM-051","6,9,12","Inclusive"
"864","CHEM-102","6,9,12,13","Focused"
"865","CHEM-103","2,6,7,8,9,10,12,13,14,15","Focused"
"866","CHEM-105A","9","Inclusive"
"867","CHEM-105B","4,9","Inclusive"
"868","CHEM-107","8,10","Inclusive"
"869","CHEM-108","","NotRelated"
"870","CHEM-115A","4,9","Inclusive"
"871","CHEM-115B","4,9","Inclusive"
"872","CHEM-203","1,2,3,5,8,9,10,12,15,17","Inclusive"
"873","CHEM-205","1,4,5,6,8,9,10,11,12,16","Inclusive"
"874","CHEM-221","2,4,6,8,9,10,12,17","Inclusive"
"875","CHEM-250","2,8,10,12","Inclusive"
"876","CHEM-251","2,8,10,12","Inclusive"
"877","CHEM-294","6,9,12,17","Inclusive"
"878","CHEM-300","6,7,9,12,13","Focused"
"879","CHEM-322A","2,4,7,8,12,13","Focused"
"880","CHEM-322B","2,4,7,8,12,13","Focused"
"881","CHEM-325A","2,12","Inclusive"
"882","CHEM-325B","2,12","Inclusive"
"883","CHEM-332","6,9,12,17","Inclusive"
"884","CHEM-350","9","Inclusive"
"885","CHEM-426","2,9,12","Inclusive"
"886","CHEM-430","6,7,9,12,13","Focused"
"887","CHEM-431","6,7,9,12,13","Focused"
"888","CHEM-432","6,8,9,10,12","Inclusive"
"889","CHEM-453","9","Inclusive"
"890","CHEM-455","6,7,9,12,13","Focused"
"891","CHEM-463","6,7,9,12,13","Focused"
"892","CHEM-515","","NotRelated"
"893","CHEM-516","","NotRelated"
"894","CHEM-520A","4,6,9,12","Inclusive"
"895","CHEM-520B","4,6,9,12","Inclusive"
"896","CHEM-521","4,17","Inclusive"
"897","CHEM-526","2,6,9,12","Inclusive"
"898","CHEM-527","2,12","Inclusive"
"899","CHEM-535","7,13","Focused"
"900","CHEM-538","6,7,9,12,13","Focused"
"901","CHEM-540","6,7,9,12,13,17","Inclusive"
"902","CHEM-544","","NotRelated"
"903","CHEM-561","2,9,12","Inclusive"
"904","CHEM-570","4,6,9,12,17","Inclusive"
"905","CHEM-575","9,17","Inclusive"
"906","CHEM-577A","9","Inclusive"
"907","CHEM-577B","9","Inclusive"
"908","CHEM-580","17","Inclusive"
"909","CHEM-588","9","Inclusive"
"910","CHEM-589","9","Inclusive"
"911","CHEM-593","17","Inclusive"
"912","CHEM-625","2,6,9,12","Inclusive"
"913","CHEM-630","7,9,12,13","Focused"
"914","CHEM-632","6,9,12","Inclusive"
"915","CLAS-151","4,8,9,11","Inclusive"
"916","CLAS-160","9,11","Inclusive"
"917","CLAS-280","11","Inclusive"
"918","CLAS-320","5,10,12,15,16","Inclusive"
"919","CLAS-338","1,5,10,11,16","Inclusive"
"920","CLAS-349","11","Inclusive"
"921","CLAS-380","1,5,9,10,17","Inclusive"
"922","CLAS-420","4,17","Inclusive"
"923","CLAS-465","1,8,11,16,17","Inclusive"
"924","CLAS-540","17","Inclusive"
"925","CLAS-550","17","Inclusive"
"926","CMGT-500","9","Inclusive"
"927","CMGT-501","9,17","Inclusive"
"928","CMGT-502","9","Inclusive"
"929","CMGT-503","1,8,9,13,17","Inclusive"
"930","CMGT-505","1,9","Inclusive"
"931","CMGT-506","1,9,11","Inclusive"
"932","CMGT-507","9","Inclusive"
"933","CMGT-508","1,8,9,13","Focused"
"934","CMGT-510","9,13,17","Inclusive"
"935","CMGT-520","1,7,9,11,16","Inclusive"
"936","CMGT-528","8,9,13","Focused"
"937","CMGT-529","1,8,9,13","Focused"
"938","CMGT-530","1,9,11","Inclusive"
"939","CMGT-531","1,8,9,13,16","Inclusive"
"940","CMGT-537","1,4,9,11","Inclusive"
"941","CMGT-540","9,17","Inclusive"
"942","CMGT-541","1,8,9","Inclusive"
"943","CMGT-542","8,9","Inclusive"
"944","CMGT-544","9","Inclusive"
"945","CMGT-549","1","Inclusive"
"946","CMGT-552","1,4,9,11","Inclusive"
"947","CMGT-553","9,17","Inclusive"
"948","CMGT-554","9","Inclusive"
"949","CMGT-555","1,8,9,17","Inclusive"
"950","CMGT-556","8,9,12,13,15","Focused"
"951","CMGT-558","8,9,13","Focused"
"952","CMGT-559","8,9,13","Focused"
"953","CMGT-576","9,11,16","Inclusive"
"954","CMGT-578","9,10,11,16","Inclusive"
"955","CMGT-580","1,8,9,13,16,17","Inclusive"
"956","CMGT-581","1,9,11,16,17","Inclusive"
"957","CMGT-582","4,8,9,11,15,17","Inclusive"
"958","CMGT-583","1,4,5,9,10,16","Inclusive"
"959","CMGT-584","1,5,8,9,10,11,13,16","Inclusive"
"960","CMGT-586","1,9,17","Inclusive"
"961","CMGT-587","8,13,17","Inclusive"
"962","CMGT-588","1,7,8,11,13","Focused"
"963","CMGT-590","4,9,17","Inclusive"
"964","CMGT-591","9","Inclusive"
"965","CMGT-597A","2,8,9,10,17","Inclusive"
"966","CMGT-597B","2,8,9,10,17","Inclusive"
"967","CMPP-541A","8,9,10","Inclusive"
"968","CMPP-541B","8,9,10","Inclusive"
"969","CMPP-548","8,9","Inclusive"
"970","CMPP-550","","NotRelated"
"971","CMPP-560","8,9,17","Inclusive"
"972","CMPP-561","9","Inclusive"
"973","CMPP-563","9","Inclusive"
"974","CMPP-564","2,6,11,12,15","Focused"
"975","CMPP-565","8","Inclusive"
"976","CMPP-566","8,9,10,17","Inclusive"
"977","CMPP-568","8,9,10","Inclusive"
"978","CMPP-569","8,9,17","Inclusive"
"979","CMPP-570","1,8,9","Inclusive"
"980","CMPP-571","8,9,17","Inclusive"
"981","CMPP-589A","8,9,16,17","Inclusive"
"982","CMPP-589B","1,8,9,11,17","Inclusive"
"983","CMPP-592","17","Inclusive"
"984","CNB-501A","5,8,9,17","Inclusive"
"985","CNB-501B","5,8,9,17","Inclusive"
"986","CNB-502","9,17","Inclusive"
"987","CNB-503","9,17","Inclusive"
"988","CNB-504","4,5,8,9,16,17","Inclusive"
"989","CNB-511A","","NotRelated"
"990","CNB-511B","","NotRelated"
"991","CNB-521","","NotRelated"
"992","CNB-550","17","Inclusive"
"993","CNB-580","17","Inclusive"
"994","CNB-590","9,17","Inclusive"
"995","CNTV-101","9,15","Focused"
"996","CNTV-325","9","Inclusive"
"997","CNTV-332","","NotRelated"
"998","CNTV-375","8,9","Inclusive"
"999","CNTV-392","4,9","Inclusive"
"1000","CNTV-405","1,8,9","Inclusive"
"1001","CNTV-410","17","Inclusive"
"1002","CNTV-411","17","Inclusive"
"1003","CNTV-413","15","Inclusive"
"1004","CNTV-415","9,17","Inclusive"
"1005","CNTV-419","8,9,17","Inclusive"
"1006","CNTV-420","8,9,17","Inclusive"
"1007","CNTV-440","8,9,11","Inclusive"
"1008","CNTV-441","8,9,17","Inclusive"
"1009","CNTV-457","1,8,9,17","Inclusive"
"1010","CNTV-458","8,9","Inclusive"
"1011","CNTV-463","8,9","Inclusive"
"1012","CNTV-467","9,12","Inclusive"
"1013","CNTV-495","1,8,9","Inclusive"
"1014","CNTV-501","4,9,12,17","Inclusive"
"1015","CNTV-521","","NotRelated"
"1016","CNTV-522","8,9,12","Inclusive"
"1017","CNTV-523","8,9,12","Inclusive"
"1018","CNTV-524","9","Inclusive"
"1019","CNTV-525","8,9,12,15","Focused"
"1020","CNTV-530","12,15","Focused"
"1021","CNTV-590","9,17","Inclusive"
"1022","CNTV-595","8,9,17","Inclusive"
"1023","COLT-101","9,11","Inclusive"
"1024","COLT-102","8,9,11,13,17","Inclusive"
"1025","COLT-251","1,9,11,13","Focused"
"1026","COLT-264","11,17","Inclusive"
"1027","COLT-302","","NotRelated"
"1028","COLT-303","1,5,7,8,9,10,11,12,13,15,16","Inclusive"
"1029","COLT-365","11,17","Inclusive"
"1030","COLT-374","1,5,9,10,11","Inclusive"
"1031","COLT-375","11","Inclusive"
"1032","COLT-420","9","Inclusive"
"1033","COLT-462","11","Inclusive"
"1034","COLT-475","1,5,9,10,13,16","Inclusive"
"1035","COLT-510","9,17","Inclusive"
"1036","COLT-511","1,4,5,10,11,16","Inclusive"
"1037","COLT-620","1,11,16,17","Inclusive"
"1038","COMM-200","1,4,9","Inclusive"
"1039","COMM-204","9,11,12,16","Inclusive"
"1040","COMM-205","8,9,10,17","Inclusive"
"1041","COMM-206","4,7,8,9,11","Inclusive"
"1042","COMM-209","1,8,9,10,11,16","Inclusive"
"1043","COMM-300","1,2,8,9,12,14,15","Focused"
"1044","COMM-301","9,17","Inclusive"
"1045","COMM-302","1,5,8,9,10,11,16,17","Inclusive"
"1046","COMM-304","8,9,17","Inclusive"
"1047","COMM-305","1,4,9,17","Inclusive"
"1048","COMM-306","1,8,9,12,17","Inclusive"
"1049","COMM-309","1,8,9,10,11,16","Inclusive"
"1050","COMM-310","1,4,5,10,11,16","Inclusive"
"1051","COMM-311","1,8,9,10,11,16,17","Inclusive"
"1052","COMM-312","8,9,11","Inclusive"
"1053","COMM-313","1,8,9,10,11,17","Inclusive"
"1054","COMM-320","4,8,9","Inclusive"
"1055","COMM-321","1,8,9,11,16","Inclusive"
"1056","COMM-322","5,9,10,16,17","Inclusive"
"1057","COMM-324","1,4,8,9,11","Inclusive"
"1058","COMM-336","1,4,5,9,16,17","Inclusive"
"1059","COMM-339","9,11","Inclusive"
"1060","COMM-340","4,8,9,11,12,15,17","Inclusive"
"1061","COMM-345","1,8,9,13,16","Inclusive"
"1062","COMM-355","1,4,8,9,11,13","Focused"
"1063","COMM-363","17","Inclusive"
"1064","COMM-364","9,17","Inclusive"
"1065","COMM-365","9,11,17","Inclusive"
"1066","COMM-366","1,9,13","Focused"
"1067","COMM-367","4,11,17","Inclusive"
"1068","COMM-371","11,15,16,17","Inclusive"
"1069","COMM-375","8,9","Inclusive"
"1070","COMM-380","17","Inclusive"
"1071","COMM-381","1,5,10,12,15,16","Inclusive"
"1072","COMM-383","1,5,9,10,11,16","Inclusive"
"1073","COMM-384","9,11","Inclusive"
"1074","COMM-385","4,7,8,9,11,17","Inclusive"
"1075","COMM-387","1,13","Focused"
"1076","COMM-391","8,9,11,12","Inclusive"
"1077","COMM-392","1,2,10,11,16","Inclusive"
"1078","COMM-393","9,11,17","Inclusive"
"1079","COMM-395","1,5,9,10,11,16","Inclusive"
"1080","COMM-396","4,5,9,10,11,16","Inclusive"
"1081","COMM-400","9,13,17","Inclusive"
"1082","COMM-402","1,9,11,16,17","Inclusive"
"1083","COMM-405","2,9,11","Inclusive"
"1084","COMM-412","1,5,8,9,10,12,13,16","Inclusive"
"1085","COMM-413","8,10,11,13,16,17","Inclusive"
"1086","COMM-421","9,11","Inclusive"
"1087","COMM-422","1,8,9,17","Inclusive"
"1088","COMM-427","1,8","Inclusive"
"1089","COMM-429","1,8,9,11,16","Inclusive"
"1090","COMM-430","1,8,9,11,13,16","Inclusive"
"1091","COMM-431","1,8,9,13","Focused"
"1092","COMM-434","9,11,16","Inclusive"
"1093","COMM-443","1,9","Inclusive"
"1094","COMM-444","1,16","Inclusive"
"1095","COMM-450","1,4,5,8,9,10,11,13","Focused"
"1096","COMM-451","1,8,9,13","Focused"
"1097","COMM-454","1,8,9,10,11","Inclusive"
"1098","COMM-457","1,4,5,11","Inclusive"
"1099","COMM-458","1,5,9,10","Inclusive"
"1100","COMM-465","1,5,9,10,11","Inclusive"
"1101","COMM-480","6,7,8,9,12,13,14,15,17","Inclusive"
"1102","COMM-487","8,9,13","Focused"
"1103","COMM-489","9,16","Inclusive"
"1104","COMM-494","8,9,10,17","Inclusive"
"1105","COMM-495","1,9,17","Inclusive"
"1106","COMM-497","8,10,17","Inclusive"
"1107","COMM-498","1,9,12,15,16","Inclusive"
"1108","COMM-502","1,2,8,9,17","Inclusive"
"1109","COMM-509","9","Inclusive"
"1110","COMM-525","1,9,17","Inclusive"
"1111","COMM-526","1,9,17","Inclusive"
"1112","COMM-550","9,17","Inclusive"
"1113","COMM-552","1,8,9,17","Inclusive"
"1114","COMM-559","1,5,8,9,10,11,13,16","Inclusive"
"1115","COMM-576","1,4,5,8,9,10,11,15,16","Inclusive"
"1116","COMM-580","5,10,16","Inclusive"
"1117","COMM-585","9,17","Inclusive"
"1118","COMM-598","8,9,13,17","Inclusive"
"1119","COMM-602","9,11,13,17","Inclusive"
"1120","COMM-612","1,8,9,10","Inclusive"
"1121","COMM-620","9,17","Inclusive"
"1122","COMM-647","1,5,8,9,10,11,16,17","Inclusive"
"1123","COMM-650","5,9,10","Inclusive"
"1124","COMM-653","1,4,9,10,11,13,16,17","Inclusive"
"1125","COMM-654","1,10,11","Inclusive"
"1126","COMM-670","1,8,9,11","Inclusive"
"1127","CORE-101","5,9,17","Inclusive"
"1128","CORE-102","11","Inclusive"
"1129","CORE-103","4,8,9,13,17","Inclusive"
"1130","CORE-104","1,9,11,12,13,16","Inclusive"
"1131","CORE-111","17","Inclusive"
"1132","CORE-112","17","Inclusive"
"1133","CORE-195","1,4,12,15,17","Inclusive"
"1134","CORE-200","4,17","Inclusive"
"1135","CORE-301","4,8,9,11,12,15","Focused"
"1136","CORE-400","9,17","Inclusive"
"1137","CORE-401","4,8,11,12,15","Focused"
"1138","CORE-450","9,17","Inclusive"
"1139","CORE-601","4,17","Inclusive"
"1140","CRIT-150","9,11","Inclusive"
"1141","CRIT-160","9,11","Inclusive"
"1142","CRIT-350","8,9,11,13","Focused"
"1143","CRIT-410","9","Inclusive"
"1144","CRIT-415","9","Inclusive"
"1145","CRIT-425","5,9,10,16,17","Inclusive"
"1146","CRIT-445","1,9,11,16","Inclusive"
"1147","CRIT-510","8,9,11,16,17","Inclusive"
"1148","CRIT-512","11,16","Inclusive"
"1149","CRIT-525","1,4,11","Inclusive"
"1150","CRIT-555","8,10,11,16,17","Inclusive"
