"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"21811","ANSC","CMGT-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21813","ANSC","CMGT-590",1,1,12,"Directed Research","","C","Y","TBA","TBA","",3,"OFFICE",3,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21826","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",0,"OFFICE",0,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21822","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",3,"OFFICE",3,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21824","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",0,"OFFICE",0,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21823","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",6,"OFFICE",6,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21821","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",28,"OFFICE",28,"Annenberg School for Communication and Journalism","UPC",50,"1/13/2020","5/1/2020","Communication Management",NA
"21825","ANSC","CMGT-591",1,1,1,"Communication Internship","","C","Y","TBA","TBA","",0,"OFFICE",0,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21834","ANSC","CMGT-597A",1,2,2,"Communication Research Practi","cum","C","Y","TBA","TBA","",1,"OFFICE",1,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21833","ANSC","CMGT-597A",1,2,2,"Communication Research Practi","cum","C","Y","TBA","TBA","",3,"OFFICE",3,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21837","ANSC","CMGT-597A",169,2,2,"Communication Research Practi","cum","C","Y","TBA","TBA","",6,"A           ONLINE",6,"Annenberg School for Communication and Journalism","OFC",20,"1/8/2020","4/21/2020","Communication Management",NA
"21839","ANSC","CMGT-597B",1,2,2,"Communication Research Practi","cum","C","Y","18:30","20:10","W",4,"ASC228",4,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21838","ANSC","CMGT-597B",1,2,2,"Communication Research Practi","cum","C","Y","14:00","15:40","W",9,"ASC G34",9,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21842","ANSC","CMGT-597B",169,2,2,"Communication Research Practi","cum","C","Y","TBA","TBA","",6,"A           ONLINE",6,"Annenberg School for Communication and Journalism","OFC",20,"1/8/2020","4/21/2020","Communication Management",NA
"21840","ANSC","CMGT-597B",1,2,2,"Communication Research Practi","cum","C","Y","14:00","15:40","W",3,"ASC G34",3,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21841","ANSC","CMGT-597B",1,2,2,"Communication Research Practi","cum","C","Y","18:30","20:10","W",7,"ASC228",7,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"21844","ANSC","CMGT-599",1,4,4,"Special Topics","","C","Y","18:30","21:20","M",22,"ANN L115",22,"Annenberg School for Communication and Journalism","UPC",27,"1/13/2020","5/1/2020","Communication Management",NA
"21843","ANSC","CMGT-599",1,4,4,"Special Topics","","C","Y","18:30","21:20","W",19,"ANN L101",19,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication Management",NA
"20327","ANSC","COMM-200",1,4,4,"Communication and Social Scie","nce","C","A       Y","12:30","13:50","TH",143,"ANN L105A",143,"Annenberg School for Communication and Journalism","UPC",148,"1/13/2020","5/1/2020","Communication",NA
"20329","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","10:00","10:50","W",25,"ANN406",25,"Annenberg School for Communication and Journalism","UPC",26,"1/13/2020","5/1/2020","Communication",NA
"20328","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","9:00","9:50","W",27,"ANN406",27,"Annenberg School for Communication and Journalism","UPC",27,"1/13/2020","5/1/2020","Communication",NA
"20330","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","10:00","10:50","W",24,"ANN209",24,"Annenberg School for Communication and Journalism","UPC",24,"1/13/2020","5/1/2020","Communication",NA
"20332","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","10:00","10:50","H",23,"ANN L116",23,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20331","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","11:00","11:50","W",23,"ANN209",23,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20333","ANSC","COMM-200",1,0,0,"Communication and Social Scie","nce","D","A       Y","11:00","11:50","H",21,"ANN L116",21,"Annenberg School for Communication and Journalism","UPC",26,"1/13/2020","5/1/2020","Communication",NA
"20377","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","14:00","15:20","MW",19,"ANN211",19,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20375","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","15:30","16:50","MW",20,"ANN211",20,"Annenberg School for Communication and Journalism","UPC",20,"1/13/2020","5/1/2020","Communication",NA
"20379","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","11:00","12:20","TH",17,"ANN406",17,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20378","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","10:00","11:50","MW",18,"ANN405",18,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20376","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","14:00","15:20","TH",16,"ANN309",16,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20381","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","12:30","13:50","TH",18,"ANN406",18,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20383","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","9:30","10:50","TH",19,"ANN309",19,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20382","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","10:00","11:50","MW",16,"ANN309",16,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20380","ANSC","COMM-204",1,4,4,"Public Speaking","","C","Y","15:30","16:50","TH",18,"ANN309",18,"Annenberg School for Communication and Journalism","UPC",19,"1/13/2020","5/1/2020","Communication",NA
"20385","ANSC","COMM-205",1,2,2,"Communication Practicum","","C","Y","17:00","18:20","H",15,"ANN309",15,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20387","ANSC","COMM-205",714,1,1,"Communication Practicum","","C","Y","TBA","TBA","",1,"OFFICE",1,"Annenberg School for Communication and Journalism","UPC",25,"4/6/2020","5/1/2020","Communication",NA
"20388","ANSC","COMM-206",1,4,4,"Communication and Culture","","C","B       Y","12:00","13:50","MW",88,"ASC204",88,"Annenberg School for Communication and Journalism","UPC",88,"1/13/2020","5/1/2020","Communication",NA
"20389","ANSC","COMM-206",1,0,0,"Communication and Culture","","D","B       Y","9:00","9:50","T",19,"ANN L116",19,"Annenberg School for Communication and Journalism","UPC",21,"1/13/2020","5/1/2020","Communication",NA
"20391","ANSC","COMM-206",1,0,0,"Communication and Culture","","D","B       Y","10:00","10:50","W",23,"ASC228",23,"Annenberg School for Communication and Journalism","UPC",24,"1/13/2020","5/1/2020","Communication",NA
"20390","ANSC","COMM-206",1,0,0,"Communication and Culture","","D","B       Y","10:00","10:50","T",24,"ANN406",24,"Annenberg School for Communication and Journalism","UPC",24,"1/13/2020","5/1/2020","Communication",NA
"20392","ANSC","COMM-206",1,0,0,"Communication and Culture","","D","B       Y","11:00","11:50","W",22,"ASC228",22,"Annenberg School for Communication and Journalism","UPC",24,"1/13/2020","5/1/2020","Communication",NA
"20402","ANSC","COMM-209",1,4,4,"Communication and Media Econo","mics","C","E       Y","15:30","16:50","MW",45,"ASC204",45,"Annenberg School for Communication and Journalism","UPC",50,"1/13/2020","5/1/2020","Communication",NA
"20404","ANSC","COMM-209",1,0,0,"Communication and Media Econo","mics","D","E       Y","10:00","10:50","T",22,"ANN L101",22,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20406","ANSC","COMM-209",1,0,0,"Communication and Media Econo","mics","D","E       Y","10:00","10:50","W",23,"ANN210",23,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20457","ANSC","COMM-300",1,4,4,"Entertainment, Communication","and Society","C","Y","9:30","10:50","TH",49,"ASC204",49,"Annenberg School for Communication and Journalism","UPC",50,"1/13/2020","5/1/2020","Communication",NA
"20458","ANSC","COMM-301",1,4,4,"Empirical Research in Communi","cation","CL","Y","12:00","13:50","MW",100,"ANN L105A",100,"Annenberg School for Communication and Journalism","UPC",101,"1/13/2020","5/1/2020","Communication",NA
"20465","ANSC","COMM-302",1,4,4,"Persuasion","","C","Y","14:00","15:20","MW",90,"ASC204",90,"Annenberg School for Communication and Journalism","UPC",90,"1/13/2020","5/1/2020","Communication",NA
"20475","ANSC","COMM-304",1,4,4,"Interpersonal Communication","","C","Y","10:00","11:50","MW",25,"ANN L116",25,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20477","ANSC","COMM-305",1,4,4,"Understanding Social Science","Research","C","Y","14:00","15:20","MW",63,"ANN L101",63,"Annenberg School for Communication and Journalism","UPC",64,"1/13/2020","5/1/2020","Communication",NA
"20480","ANSC","COMM-306",1,4,4,"Innovation, Entertainment, an","d the Arts","C","Y","11:00","12:20","TH",28,"ASC231",28,"Annenberg School for Communication and Journalism","UPC",28,"1/13/2020","5/1/2020","Communication",NA
"20494","ANSC","COMM-309",1,4,4,"Communication and Technology","","CD","Y","14:00","15:20","MW",112,"ANN L105A",112,"Annenberg School for Communication and Journalism","UPC",114,"1/13/2020","5/1/2020","Communication",NA
"20495","ANSC","COMM-310",1,4,4,"Media and Society","","C","Y","18:30","21:20","T",97,"ANN L105A",97,"Annenberg School for Communication and Journalism","UPC",101,"1/13/2020","5/1/2020","Communication",NA
"20497","ANSC","COMM-311",1,4,4,"Rhetoric and the Public Spher","e","CD","Y","15:30","16:50","TH",63,"ANN L105A",63,"Annenberg School for Communication and Journalism","UPC",75,"1/13/2020","5/1/2020","Communication",NA
"20498","ANSC","COMM-312",1,4,4,"The Business and Culture of C","elebrity","C","Y","15:30","18:20","T",29,"ANN L101",29,"Annenberg School for Communication and Journalism","UPC",29,"1/13/2020","5/1/2020","Communication",NA
"20499","ANSC","COMM-313",1,4,4,"Communication and Mass Media","","CD","Y","15:30","16:50","MW",67,"ANN L105A",67,"Annenberg School for Communication and Journalism","UPC",75,"1/13/2020","5/1/2020","Communication",NA
"20505","ANSC","COMM-320",1,4,4,"Small Group and Team Communic","ation","C","Y","12:00","13:50","MW",25,"ASC228",25,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20507","ANSC","COMM-321",1,4,4,"Communication and Social Medi","a","C","Y","12:30","13:50","TH",38,"ANN L101",38,"Annenberg School for Communication and Journalism","UPC",39,"1/13/2020","5/1/2020","Communication",NA
"20516","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","12:30","13:50","TH",16,"ANN305",16,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20512","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","12:00","13:50","MW",18,"ANN305",18,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20514","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","9:30","10:50","TH",17,"ANN305",17,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20518","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","12:00","13:50","MW",3,"ASC328",3,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20513","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","14:00","15:20","MW",18,"ANN305",18,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20517","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","12:00","13:50","MW",10,"ANN210",10,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20511","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","10:00","11:50","MW",19,"ANN305",19,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20515","ANSC","COMM-322",1,4,4,"Argumentation and Advocacy","","C","Y","11:00","12:20","TH",18,"ANN305",18,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20520","ANSC","COMM-324",1,4,4,"Intercultural Communication","","C","Y","12:30","13:50","TH",40,"ASC204",40,"Annenberg School for Communication and Journalism","UPC",75,"1/13/2020","5/1/2020","Communication",NA
"20537","ANSC","COMM-336",1,4,4,"Communicating About Sex","","C","Y","9:30","10:50","TH",26,"ASC231",26,"Annenberg School for Communication and Journalism","UPC",26,"1/13/2020","5/1/2020","Communication",NA
"20546","ANSC","COMM-345",1,4,4,"Social and Economic Implicati","ons of Communication Technologies","C","Y","14:00","15:20","TH",23,"ANN209",23,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20551","ANSC","COMM-350",1,4,4,"Video Games: Content, Industr","y, and Policy","C","Y","14:00","15:20","MW",25,"ANN406",25,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20556","ANSC","COMM-355",1,4,4,"Advertising and Communication","","C","Y","10:00","11:50","MW",24,"ANN L101",24,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20564","ANSC","COMM-363",1,4,4,"Media Consumption","","C","Y","12:00","13:50","MW",23,"ASC231",23,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20988","ANSC","COMM-364",914,4,4,"Comparative Media: United Sta","tes and the United Kingdom","C","Y","TBA","TBA","",28,"OFFICE",28,"Annenberg School for Communication and Journalism","UPC",40,"1/13/2020","5/6/2020","Communication",NA
"20989","ANSC","COMM-365",914,4,4,"The Rhetoric of London","","C","Y","TBA","TBA","",45,"OFFICE",45,"Annenberg School for Communication and Journalism","UPC",60,"1/13/2020","5/6/2020","Communication",NA
"20568","ANSC","COMM-367",1,2,2,"Community Engagement and Serv","ice Learning","C","Y","10:00","11:40","W",10,"OFFICE",10,"Annenberg School for Communication and Journalism","UPC",10,"1/13/2020","5/1/2020","Communication",NA
"20576","ANSC","COMM-375",1,4,4,"Business and Professional Com","munication","C","Y","11:00","12:20","TH",19,"ANN309",19,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20578","ANSC","COMM-375",1,4,4,"Business and Professional Com","munication","C","Y","15:30","16:50","MW",18,"ANN409ABC",18,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20577","ANSC","COMM-375",1,4,4,"Business and Professional Com","munication","C","Y","12:30","13:50","TH",8,"ASC328",8,"Annenberg School for Communication and Journalism","UPC",18,"1/13/2020","5/1/2020","Communication",NA
"20583","ANSC","COMM-380",1,2,2,"Forensics Laboratory","","C","Y","19:00","21:00","TH",6,"ASC236",6,"Annenberg School for Communication and Journalism","UPC",10,"1/13/2020","5/1/2020","Communication",NA
"20585","ANSC","COMM-380",1,4,4,"Forensics Laboratory","","C","Y","19:00","21:00","TH",0,"ASC236",0,"Annenberg School for Communication and Journalism","UPC",10,"1/13/2020","5/1/2020","Communication",NA
"20584","ANSC","COMM-380",1,3,3,"Forensics Laboratory","","C","Y","19:00","21:00","TH",0,"ASC236",0,"Annenberg School for Communication and Journalism","UPC",10,"1/13/2020","5/1/2020","Communication",NA
"20582","ANSC","COMM-380",1,1,1,"Forensics Laboratory","","C","Y","19:00","21:00","TH",0,"ASC236",0,"Annenberg School for Communication and Journalism","UPC",10,"1/13/2020","5/1/2020","Communication",NA
"20586","ANSC","COMM-381",1,4,4,"Issues in Contemporary Sport","","C","Y","8:30","9:50","MW",21,"ANN L101",21,"Annenberg School for Communication and Journalism","UPC",25,"1/13/2020","5/1/2020","Communication",NA
"20588","ANSC","COMM-383",1,4,4,"Sports, Communication and Cul","ture","C","Y","14:00","15:20","TH",48,"ANN L101",48,"Annenberg School for Communication and Journalism","UPC",49,"1/13/2020","5/1/2020","Communication",NA
