"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"50251","MED","ADSC-501","1","4","4","Foundations in Addiction Science","C","","Y","11:00","13:50","M","0","","Lewis, Jennifer Leventhal, Adam, Matthew","OFFICE","0","Transdisciplinary study of addiction science bridging the gap between science, practice and policy. Explores facets of addiction and applies theories to the study of addiction.","ADSC","20233"
"50253","MED","ADSC-505A","1","4","4","Research Methods in Addiction Science","C","","Y","12:00","14:50","W","0","","Barrington-Trimis, Jessica, L.","OFFICE","0","Introduces research in addiction sciences through directed readings, live lectures and development of an independent research project.","ADSC","20233"
"50254","MED","ADSC-505B","1","4","4","Research Methods in Addiction Science","C","","N","TBA","TBA","","0","","Barrington-Trimis, Jessica, L.","OFFICE","0","Real-world implementation of an observational research study in addiction science that teaches subject recruitment, survey administration, data collection and analysis, and dissemination of study results.","ADSC","20233"
"50252","MED","ADSC-506","1","4","4","Considerations in Addiction Science for Practitioners","C","","Y","15:00","16:20","TH","0","","Lewis, Jennifer Church, Terry, David","","0","Introduces students to issues related to evidence-based approaches to substance abuse interventions in the context of the organizations in which they are commonly delivered.","ADSC","20233"
"41710","PPD","AEST-100A","1","1","1","Aerospace Studies I (Air Force Mission and Organization)","C","","Y","9:00","9:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","CPA156","0","Introduction to U.S. Air Force and the military profession; USAF organization and functions; Strategic Air Command organization, command control and weapons systems; communications skills.","AEST","20233"
"41795","PPD","AEST-110A","1","1","1","Leadership Laboratory I","CL","","Y","7:00","8:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","THH102","0","Introduction to the military experience focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Officer. Graded CR/NC.","AEST","20233"
"41792","PPD","AEST-200A","1","1","1","Aerospace Studies II (Air Force History)","C","","Y","10:00","10:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","CPA203","0","Development of aerospace power in the U.S. through WWII; emphasis on the Army Air Corps; communication skills.","AEST","20233"
"41796","PPD","AEST-210A","1","1","1","Leadership Laboratory II","CL","","Y","7:00","8:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","THH102","0","Introduction to the military experience focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Officer. Graded CR/NC.","AEST","20233"
"41793","PPD","AEST-300A","1","3","3","Aerospace Studies III (Air Force Management and Leadership)","C","","Y","9:00","11:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","CPA260","0","Air Force management fucusing on the new manager in the Air Force milieu. Emphasis on communication skills peculiar to the Air Force.","AEST","20233"
"41797","PPD","AEST-310A","1","1","1","Leadership Laboratory III","CL","","Y","7:00","8:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","THH102","0","Practical introduction to Air Force leadership focusing on military communicative skills, group dynamics, and application of theories of leadership and management. Graded CR/NC.","AEST","20233"
"41794","PPD","AEST-400A","1","3","3","Aerospace Studies IV (National Security Forces in Contemporary American Society)","C","","Y","9:00","11:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","CPA101","0","Military professionalism and the context in which defense policy is formulated and implemented; national security policy, political/social constraints, and military justice.","AEST","20233"
"41798","PPD","AEST-410A","1","1","1","Leadership Laboratory IV","CL","","Y","7:00","8:50","F","0","","Spicer, Sadae Salas, Jacqueline Manalac, Reynor Burley, Mark","THH102","0","Advanced Air Force leadership experience focusin on the practical development of the Air Force officer through command and staff positions within the Cadet Corps. Craded CR/NC.","AEST","20233"
"41751","PUAD","AEST-420A","1","1","1","Leadership Laboratory V","CL","","N","7:00","8:50","F","0","","","CPA101","0","Advanced leadership experiences for AFROTC continuing cadets. Graded CR/NC.","AEST","20233"
"11800","LAS","AHIS-100","1","4","4","Introduction to Visual Culture","C","B","Y","9:30","10:50","TH","0","","Burton, Samantha","ZHS252","0","The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","AHIS","20233"
"11802","LAS","AHIS-100","1","0","0","Introduction to Visual Culture","D","B","Y","10:00","10:50","F","0","","","WPH206","0","The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","AHIS","20233"
"11804","LAS","AHIS-100","1","0","0","Introduction to Visual Culture","D","B","Y","12:00","12:50","F","0","","","WPH203","0","The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","AHIS","20233"
"11803","LAS","AHIS-100","1","0","0","Introduction to Visual Culture","D","B","Y","11:00","11:50","F","0","","","WPH101","0","The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","AHIS","20233"
"11801","LAS","AHIS-100","1","0","0","Introduction to Visual Culture","D","B","Y","9:00","9:50","F","0","","","CPA154","0","The description and analysis of various forms of visual culture, including both mass media and ""high"" art representations, both Western and non-Western images.","AHIS","20233"
"11805","LAS","AHIS-120","1","4","4","Foundations of Western Art: Prehistoric to Renaissance","C","A","Y","9:30","10:50","TH","0","","Reyes, Hector","THH301","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11811","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","14:00","14:50","F","0","","","CPA160","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11813","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","N","16:00","16:50","F","0","","","OFFICE","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11812","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","N","15:00","15:50","F","0","","","OFFICE","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11810","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","13:00","13:50","F","0","","","CPA109","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11806","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","9:00","9:50","F","0","","","WPH203","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11808","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","11:00","11:50","F","0","","","WPH206","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11807","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","10:00","10:50","F","0","","","WPH107","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11809","LAS","AHIS-120","1","0","0","Foundations of Western Art: Prehistoric to Renaissance","D","A","Y","12:00","12:50","F","0","","","CPA209","0","Mediterranean and European art and architecture presented in historical, cultural and social context that introduces art history as a discipline.","AHIS","20233"
"11868","LAS","AHIS-201","1","4","4","Digging into the Past","C","C","Y","11:00","12:20","TH","0","","Pollini, John","SOSB44","0","A broad survey, covering some 8,000 years and focusing on the material culture of the ancient world in a historical and social context.","AHIS","20233"
"11871","LAS","AHIS-201","1","0","0","Digging into the Past","D","C","N","11:00","11:50","F","0","","","WPH107","0","A broad survey, covering some 8,000 years and focusing on the material culture of the ancient world in a historical and social context.","AHIS","20233"
"11870","LAS","AHIS-201","1","0","0","Digging into the Past","D","C","Y","10:00","10:50","F","0","","","CPA158","0","A broad survey, covering some 8,000 years and focusing on the material culture of the ancient world in a historical and social context.","AHIS","20233"
"11872","LAS","AHIS-201","1","0","0","Digging into the Past","D","C","N","12:00","12:50","F","0","","","CPA206","0","A broad survey, covering some 8,000 years and focusing on the material culture of the ancient world in a historical and social context.","AHIS","20233"
"11869","LAS","AHIS-201","1","0","0","Digging into the Past","D","C","Y","9:00","9:50","F","0","","","CPA200","0","A broad survey, covering some 8,000 years and focusing on the material culture of the ancient world in a historical and social context.","AHIS","20233"
"11883","LAS","AHIS-250","1","4","4","Art, Modernity and Difference","C","","Y","14:00","15:20","MW","0","","Burton, Samantha","WPH106","0","Consideration of various categories of ""The Modern"" as they have been constructed in Western art of the late 19th and 20th centuries.","AHIS","20233"
