SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE................................................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME...................................,.................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT.................................................................
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
11205,ARCH,ARCH-102A,51,4,4,Architectural Design I,CL,Y,12:00,17:50,MWF,5,OFFICE,5,School of Architecture,,UPC,10,7/1/2020,8/11/2020,Architecture
11206,ARCH,ARCH-102B,51,4,4,Architectural Design I,CL,Y,12:00,17:50,MWF,0,OFFICE,0,School of Architecture,,UPC,1,7/1/2020,8/11/2020,Architecture
11204,ARCH,ARCH-105,51,2,2,Fundamentals of Design Communication,CL,Y,12:00,16:50,TH,5,OFFICE,5,School of Architecture,,UPC,10,7/1/2020,8/11/2020,Architecture
11276,ARCH,ARCH-202B,850,6,6,Architectural Design II,CL,N,9:00,11:50,MWF,0,,0,School of Architecture,,UPC,1,6/8/2020,7/31/2020,Architecture
,,,,,,,,,13:00,17:50,MWF,,,,,,,,,,
11227,ARCH,ARCH-302B,850,6,6,Architectural Design III,CL,N,9:00,11:50,MWF,0,OFFICE,0,School of Architecture,,UPC,1,6/8/2020,7/31/2020,Architecture
,,,,,,,,,13:00,17:50,MWF,,OFFICE,,,,,,,,
11278,ARCH,ARCH-402A,850,6,6,Architectural Design IV,CL,N,9:00,11:50,MWF,0,,0,School of Architecture,,UPC,1,6/8/2020,7/31/2020,Architecture
,,,,,,,,,13:00,17:50,MWF,,,,,,,,,,
11279,ARCH,ARCH-402B,850,6,6,Architectural Design IV,CL,N,9:00,11:50,MWF,0,,0,School of Architecture,,UPC,1,6/8/2020,7/31/2020,Architecture
,,,,,,,,,13:00,17:50,MWF,,,,,,,,,,
11258,ARCH,ARCH-524,59,1,1,Professional Practicum,C,Y,TBA,TBA,,9,OFFICE,9,School of Architecture,,UPC,40,5/20/2020,8/11/2020,Architecture
11259,ARCH,ARCH-524,51,1,1,Professional Practicum,C,Y,TBA,TBA,,1,OFFICE,1,School of Architecture,,UPC,6,7/1/2020,8/11/2020,Architecture
11266,ARCH,ARCH-549,258,3,3,Fundamentals of Heritage Conservation,C,N,9:00,16:50,MTWHFS,0,WAH B1,0,School of Architecture,,UPC,1,5/26/2020,6/6/2020,Architecture
11233,ARCH,ARCH-580,722,4,4,Field Studies,CL,Y,TBA,TBA,,9,OFFICE,9,School of Architecture,,UPC,12,7/13/2020,8/10/2020,Architecture
11232,ARCH,ARCH-580,661,4,4,Field Studies,CL,N,TBA,TBA,,0,OFFICE,0,School of Architecture,,OFC,6,6/13/2020,8/10/2020,Architecture
11290,ARCH,ARCH-606,50,2,2,Advanced Architectural Theory,C,N,9:30,11:50,TH,0,WAH212,0,School of Architecture,,UPC,12,5/20/2020,6/30/2020,Architecture
11295,ARCH,ARCH-606,59,2,2,Advanced Architectural Theory,C,Y,17:00,19:20,T,10,OFFICE,10,School of Architecture,,UPC,12,5/20/2020,8/11/2020,Architecture
11291,ARCH,ARCH-607,50,2,2,Advanced Computation,C,N,9:30,11:50,MW,0,WAH212,0,School of Architecture,,UPC,2,5/20/2020,6/30/2020,Architecture
11297,ARCH,ARCH-607,51,2,2,Advanced Computation,C,Y,20:30,23:00,TH,14,OFFICE,14,School of Architecture,,UPC,18,7/1/2020,8/11/2020,Architecture
11292,ARCH,ARCH-608,51,2,2,Urban Theory: Los Angeles Case Study,C,N,9:30,11:50,TH,0,WAH212,0,School of Architecture,,UPC,1,7/1/2020,8/11/2020,Architecture
11296,ARCH,ARCH-608,59,2,2,Urban Theory: Los Angeles Case Study,C,Y,17:00,19:20,H,10,A           ONLINE,10,School of Architecture,,UPC,12,5/20/2020,8/11/2020,Architecture
11293,ARCH,ARCH-609,51,2,2,Advanced Fabrication,C,N,9:30,11:50,MW,0,WAH212,0,School of Architecture,,UPC,10,7/1/2020,8/11/2020,Architecture
11294,ARCH,ARCH-702,59,6,6,Advanced Graduate Architecture Design- Themes,CL,Y,17:00,22:50,MWF,7,OFFICE,7,School of Architecture,,UPC,12,5/20/2020,8/11/2020,Architecture
11283,ARCH,ARCH-705,850,6,6,Advanced Graduate Architecture Design- Topics,CL,N,9:00,11:50,MWF,0,,0,School of Architecture,,UPC,5,6/8/2020,7/31/2020,Architecture
,,,,,,,,,13:00,17:50,MWF,,,,,,,,,,
14200,BUAD,ACCT-525,418,15,15,Intensive Accounting Principles and Practices,C,Y,8:00,17:30,MTWHF,45,ONLINE,45,Gordon S. Marshall School of Business,,UPC,58,6/15/2020,8/11/2020,Accounting
14510,BUAD,BUAD-280,57,3,3,Introduction to Financial Accounting,C,Y,9:00,11:00,TH,38,ONLINE,38,Gordon S. Marshall School of Business,,UPC,40,5/20/2020,7/28/2020,Business Administration
14518,BUAD,BUAD-281,57,3,3,Introduction to Managerial Accounting,C,Y,9:00,11:00,TH,38,ONLINE,38,Gordon S. Marshall School of Business,,UPC,50,5/20/2020,7/28/2020,Business Administration
14677,BUAD,BUAD-302,58,4,4,Communication Strategy in Business,C,Y,15:00,17:20,TH,28,ONLINE,28,Gordon S. Marshall School of Business,,UPC,36,5/20/2020,8/4/2020,Business Administration
14679,BUAD,BUAD-302,58,4,4,Communication Strategy in Business,C,Y,12:00,14:20,TH,24,ONLINE,24,Gordon S. Marshall School of Business,,UPC,36,5/20/2020,8/4/2020,Business Administration
14717,BUAD,BUAD-304,58,4,4,Organizational Behavior and Leadership,CD,Y,9:00,11:30,MW,39,ONLINE,39,Gordon S. Marshall School of Business,,UPC,48,5/20/2020,8/4/2020,Business Administration
14780,BUAD,BUAD-306,58,4,4,Business Finance,CL,Y,9:00,11:30,MW,39,ONLINE,39,Gordon S. Marshall School of Business,,UPC,50,5/20/2020,8/4/2020,Business Administration
14801,BUAD,BUAD-307,58,4,4,Marketing Fundamentals,CD,Y,12:00,14:30,TH,39,ONLINE,39,Gordon S. Marshall School of Business,,UPC,40,5/20/2020,8/4/2020,Business Administration
14923,BUAD,BUAD-311,58,4,4,Operations Management,C,Y,15:00,17:30,MW,40,ONLINE,40,Gordon S. Marshall School of Business,,UPC,60,5/20/2020,8/4/2020,Business Administration
14922,BUAD,BUAD-311,58,4,4,Operations Management,C,Y,12:00,14:30,MW,40,ONLINE,40,Gordon S. Marshall School of Business,,UPC,40,5/20/2020,8/4/2020,Business Administration
15052,BUAD,BUAD-425,50,2,2,Data Analysis for Decision Making,C,Y,10:00,12:30,TH,47,ONLINE,47,Gordon S. Marshall School of Business,,UPC,50,5/20/2020,6/30/2020,Business Administration
15092,BUAD,BUAD-497,58,4,4,Strategic Management,C,Y,15:00,17:20,MW,40,ONLINE,40,Gordon S. Marshall School of Business,,UPC,49,5/20/2020,8/4/2020,Business Administration
16059,BUAD,GSBA-584B,640,2,2,International Business Consulting Project,C,N,12:30,15:00,MW,56,ONLINE,56,Gordon S. Marshall School of Business,,UPC,56,5/26/2020,7/10/2020,Graduate School of Business Administration
14884,BUS,BUAD-310,58,4,4,Applied Business Statistics,CD,Y,18:00,20:25,MW,37,ONLINE,37,Gordon S. Marshall School of Business,,UPC,40,5/20/2020,8/4/2020,Business Administration
14886,BUS,BUAD-310,58,4,4,Applied Business Statistics,CD,Y,14:00,16:30,TH,39,ONLINE,39,Gordon S. Marshall School of Business,,UPC,50,5/20/2020,8/4/2020,Business Administration
15129,BUS,BUAD-495,153,1,1,Practicum in Business Issues (Internship),C,Y,TBA,TBA,,19,ONLINE,19,Gordon S. Marshall School of Business,,OFC,25,5/20/2020,7/28/2020,Business Administration
15126,BUS,BUAD-495,153,1,1,Practicum in Business Issues (Internship),C,Y,TBA,TBA,,18,ONLINE,18,Gordon S. Marshall School of Business,,OFC,25,5/20/2020,7/28/2020,Business Administration
15082,BUS,BUAD-495,133,1,1,Practicum in Business Issues (Internship),C,Y,TBA,TBA,,14,ONLINE,14,Gordon S. Marshall School of Business,,OFC,30,7/1/2020,8/11/2020,Business Administration
15510,BUS,GSBA-502,390,3,3,Management Communication for Leaders,C,Y,TBA,TBA,,15,A           ONLINE,15,Gordon S. Marshall School of Business,,OFC,30,5/6/2020,8/18/2020,Graduate School of Business Administration
15646,BUS,GSBA-519B,582,1.5,1.5,Strategic Formulation for Competitive Advantage,C,N,13:00,16:00,S,81,ONLINE,81,Gordon S. Marshall School of Business,,UPC,85,6/27/2020,7/20/2020,Graduate School of Business Administration
15644,BUS,GSBA-519B,868,1.5,1.5,Strategic Formulation for Competitive Advantage,C,N,18:00,21:00,M,86,ONLINE,86,Gordon S. Marshall School of Business,,UPC,90,6/21/2020,7/19/2020,Graduate School of Business Administration
15645,BUS,GSBA-519B,864,1.5,1.5,Strategic Formulation for Competitive Advantage,C,N,18:00,21:00,T,44,ONLINE,44,Gordon S. Marshall School of Business,,OFC,60,6/30/2020,7/27/2020,Graduate School of Business Administration
16482,BUS,MKT-440,58,4,4,Marketing Analysis and Strategy,C,Y,12:00,14:30,MW,25,ONLINE,25,Gordon S. Marshall School of Business,,UPC,40,5/20/2020,8/4/2020,Marketing
15159,BUSD,BUCO-637,570,1,1,Communication for Doctoral Students: Succeeding,C,Y,TBA,TBA,,16,A           ONLINE,16,Business,,UPC,20,8/12/2020,8/14/2020,Business Communication
,,,,,,as a Teacher,,,,,,,,,,,,,,,
70125,BVC,CJ-500,988,2,2,Criminology,C,Y,18:00,19:00,W,10,ONLINE,10,Bovard College,,OFC,40,5/4/2020,6/26/2020,Criminal Justice
70131,BVC,CJ-505,981,2,2,Analysis of Criminal Justice Systems,C,Y,18:00,19:00,H,12,ONLINE,12,Bovard College,,OFC,40,6/29/2020,8/21/2020,Criminal Justice
70145,BVC,CJ-520,988,2,2,Applied Statistics and Data Analysis in Criminal Justice,C,Y,18:00,19:00,T,24,ONLINE,24,Bovard College,,OFC,40,5/4/2020,6/26/2020,Criminal Justice
70146,BVC,CJ-520,988,2,2,Applied Statistics and Data Analysis in Criminal Justice,C,Y,18:00,19:00,T,24,ONLINE,24,Bovard College,,OFC,40,5/4/2020,6/26/2020,Criminal Justice
70152,BVC,CJ-525,981,2,2,Ethical Decision-Making in Criminal Justice,C,Y,18:00,19:00,T,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Criminal Justice
70151,BVC,CJ-525,981,2,2,Ethical Decision-Making in Criminal Justice,C,Y,18:00,19:00,T,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Criminal Justice
70160,BVC,CJ-535,981,2,2,Youthful Offenders,C,Y,18:00,19:00,W,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Criminal Justice
70165,BVC,CJ-540,988,2,2,Criminal Justice Policy and Program Development,C,Y,18:00,19:00,H,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Criminal Justice
70180,BVC,CJ-555,981,2,2,Making a Difference in Criminal Justice,C,Y,18:00,19:00,H,8,ONLINE,8,Bovard College,,OFC,40,6/29/2020,8/21/2020,Criminal Justice
13800,BVC,HRM-500,988,2,2,Human Resource Strategy,C,Y,17:30,18:30,W,27,ONLINE,27,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13802,BVC,HRM-500,988,2,2,Human Resource Strategy,C,Y,17:30,18:30,W,25,ONLINE,25,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13801,BVC,HRM-500,988,2,2,Human Resource Strategy,C,Y,17:30,18:30,W,26,ONLINE,26,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13804,BVC,HRM-505,988,2,2,Organizational Culture and Employee Outcomes,C,Y,18:30,19:30,H,21,ONLINE,21,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13806,BVC,HRM-505,981,2,2,Organizational Culture and Employee Outcomes,C,Y,17:30,18:30,W,18,ONLINE,18,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13805,BVC,HRM-505,981,2,2,Organizational Culture and Employee Outcomes,C,Y,17:30,18:30,W,18,ONLINE,18,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13816,BVC,HRM-505,988,2,2,Organizational Culture and Employee Outcomes,C,Y,18:30,19:30,T,19,ONLINE,19,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13810,BVC,HRM-510,981,2,2,Leadership in Human Resources,C,Y,17:30,18:30,T,21,ONLINE,21,Bovard College,,OFC,50,6/29/2020,8/21/2020,Human Resource Management
13811,BVC,HRM-510,981,2,2,Leadership in Human Resources,C,Y,17:30,18:30,T,21,ONLINE,21,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13808,BVC,HRM-510,988,2,2,Leadership in Human Resources,C,Y,17:30,18:30,T,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13809,BVC,HRM-510,988,2,2,Leadership in Human Resources,C,Y,17:30,18:30,T,19,ONLINE,19,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13812,BVC,HRM-515,988,2,2,Organization Design,C,Y,18:30,19:30,H,19,ONLINE,19,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13813,BVC,HRM-515,988,2,2,Organization Design,C,Y,18:30,19:30,H,17,ONLINE,17,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13815,BVC,HRM-520,981,2,2,Talent Management,C,Y,18:30,19:30,W,26,ONLINE,26,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13822,BVC,HRM-520,981,2,2,Talent Management,C,Y,18:30,19:30,W,27,ONLINE,27,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13823,BVC,HRM-520,981,2,2,Talent Management,C,Y,18:30,19:30,T,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13825,BVC,HRM-525,988,2,2,Total Rewards,C,Y,17:30,18:30,W,25,ONLINE,25,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13840,BVC,HRM-525,988,2,2,Total Rewards,C,Y,17:30,18:30,W,24,ONLINE,24,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13824,BVC,HRM-525,988,2,2,Total Rewards,C,Y,17:30,18:30,W,28,ONLINE,28,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13827,BVC,HRM-530,988,2,2,Learning and Development,C,Y,18:30,19:30,W,16,ONLINE,16,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13846,BVC,HRM-530,988,2,2,Learning and Development,C,Y,18:30,19:30,H,17,ONLINE,17,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13842,BVC,HRM-530,981,2,2,Learning and Development,C,Y,17:30,18:30,W,21,ONLINE,21,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13845,BVC,HRM-530,981,2,2,Learning and Development,C,Y,18:30,19:30,W,21,ONLINE,21,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13828,BVC,HRM-535,988,2,2,Employee Relations,C,Y,17:30,18:30,H,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13829,BVC,HRM-535,988,2,2,Employee Relations,C,Y,17:30,18:30,H,19,ONLINE,19,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13843,BVC,HRM-535,981,2,2,Employee Relations,C,Y,17:30,18:30,H,18,ONLINE,18,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13856,BVC,HRM-535,981,2,2,Employee Relations,C,Y,17:30,18:30,H,16,ONLINE,16,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13847,BVC,HRM-540,981,2,2,Human Resources Analytics,C,Y,17:30,18:30,W,26,ONLINE,26,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13865,BVC,HRM-540,981,2,2,Human Resources Analytics,C,Y,18:30,19:30,W,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13830,BVC,HRM-540,988,2,2,Human Resources Analytics,C,Y,17:30,18:30,T,25,ONLINE,25,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13831,BVC,HRM-540,988,2,2,Human Resources Analytics,C,Y,17:30,18:30,T,26,ONLINE,26,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13866,BVC,HRM-540,981,2,2,Human Resources Analytics,C,Y,18:30,19:30,W,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13832,BVC,HRM-545,988,2,2,Management of Diverse and Global Human Resources,C,Y,18:30,19:30,W,19,ONLINE,19,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13833,BVC,HRM-545,988,2,2,Management of Diverse and Global Human Resources,C,Y,18:30,19:30,W,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13848,BVC,HRM-545,981,2,2,Management of Diverse and Global Human Resources,C,Y,17:30,18:30,W,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13849,BVC,HRM-545,981,2,2,Management of Diverse and Global Human Resources,C,Y,17:30,18:30,W,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13834,BVC,HRM-550,988,2,2,Change Management and Organization Development,C,Y,18:30,19:30,W,23,ONLINE,23,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13835,BVC,HRM-550,988,2,2,Change Management and Organization Development,C,Y,17:30,18:30,W,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13852,BVC,HRM-550,981,2,2,Change Management and Organization Development,C,Y,17:30,18:30,T,17,ONLINE,17,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13855,BVC,HRM-550,981,2,2,Change Management and Organization Development,C,Y,18:30,19:30,T,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13850,BVC,HRM-550,988,2,2,Change Management and Organization Development,C,Y,18:30,19:30,W,22,ONLINE,22,Bovard College,,OFC,40,5/4/2020,6/26/2020,Human Resource Management
13853,BVC,HRM-555,981,2,2,Anticipating the Future of Human Resources,C,Y,18:30,19:30,W,28,ONLINE,28,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13854,BVC,HRM-555,981,2,2,Anticipating the Future of Human Resources,C,Y,18:30,19:30,H,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13836,BVC,HRM-555,981,2,2,Anticipating the Future of Human Resources,C,Y,17:30,18:30,H,24,ONLINE,24,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13837,BVC,HRM-555,981,2,2,Anticipating the Future of Human Resources,C,Y,17:30,18:30,H,24,ONLINE,24,Bovard College,,OFC,40,6/29/2020,8/21/2020,Human Resource Management
13901,BVC,PJMT-500,988,2,2,Principles of Project Management,C,Y,17:30,19:00,W,24,ONLINE,24,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13900,BVC,PJMT-500,988,2,2,Principles of Project Management,C,Y,17:30,19:00,T,29,ONLINE,29,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13905,BVC,PJMT-505,981,2,2,Requirements Elicitation and Business Analysis,C,Y,17:30,19:00,T,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13906,BVC,PJMT-505,981,2,2,Requirements Elicitation and Business Analysis,C,Y,17:30,19:00,W,15,ONLINE,15,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13904,BVC,PJMT-505,988,2,2,Requirements Elicitation and Business Analysis,C,Y,17:30,19:00,H,17,ONLINE,17,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13909,BVC,PJMT-510,988,2,2,Schedule Management,C,Y,17:30,19:00,T,17,ONLINE,17,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13908,BVC,PJMT-510,988,2,2,Schedule Management,C,Y,17:30,19:00,W,14,ONLINE,14,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13910,BVC,PJMT-510,981,2,2,Schedule Management,C,Y,17:30,19:00,W,18,ONLINE,18,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13913,BVC,PJMT-515,981,2,2,Cost Estimation and Forecasting,C,Y,17:30,19:00,H,22,ONLINE,22,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13914,BVC,PJMT-515,981,2,2,Cost Estimation and Forecasting,C,Y,17:30,19:00,H,25,ONLINE,25,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13917,BVC,PJMT-520,988,2,2,Risk Management,C,Y,17:30,19:00,W,20,ONLINE,20,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13918,BVC,PJMT-520,988,2,2,Risk Management,C,Y,17:30,19:00,W,21,ONLINE,21,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13916,BVC,PJMT-520,988,2,2,Risk Management,C,Y,17:30,19:00,H,21,,21,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13920,BVC,PJMT-525,988,2,2,Agile Project Management Methodologies,C,Y,17:30,19:00,T,17,ONLINE,17,Bovard College,,UPC,40,5/4/2020,6/26/2020,Project Management
13922,BVC,PJMT-525,981,2,2,Agile Project Management Methodologies,C,Y,17:30,19:00,H,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13921,BVC,PJMT-525,981,2,2,Agile Project Management Methodologies,C,Y,17:30,19:00,W,22,ONLINE,22,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13924,BVC,PJMT-530,988,2,2,Quality and Process Improvement,C,Y,17:30,19:00,T,28,ONLINE,28,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13925,BVC,PJMT-530,981,2,2,Quality and Process Improvement,C,Y,17:30,19:00,W,17,ONLINE,17,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13928,BVC,PJMT-535,981,2,2,Specialized Project Management,C,Y,17:30,19:00,T,21,ONLINE,21,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13929,BVC,PJMT-535,981,2,2,Specialized Project Management,C,Y,17:30,19:00,T,22,ONLINE,22,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13933,BVC,PJMT-540,988,2,2,Organizational Change Management and Business Relationships,C,Y,17:30,19:00,H,23,ONLINE,23,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13932,BVC,PJMT-540,988,2,2,Organizational Change Management and Business Relationships,C,Y,17:30,19:00,H,24,ONLINE,24,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13937,BVC,PJMT-545,981,2,2,Program Management,C,Y,17:30,19:00,W,31,ONLINE,31,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13936,BVC,PJMT-545,988,2,2,Program Management,C,Y,17:30,19:00,W,15,ONLINE,15,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13940,BVC,PJMT-550,988,2,2,Portfolio Management,C,Y,17:30,19:00,T,18,ONLINE,18,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13942,BVC,PJMT-550,981,2,2,Portfolio Management,C,Y,17:30,19:00,W,15,ONLINE,15,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13941,BVC,PJMT-550,988,2,2,Portfolio Management,C,Y,17:30,19:00,H,22,ONLINE,22,Bovard College,,OFC,40,5/4/2020,6/26/2020,Project Management
13944,BVC,PJMT-555,981,2,2,Project Management Capstone,C,Y,17:30,19:00,H,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
13946,BVC,PJMT-555,981,2,2,Project Management Capstone,C,Y,17:30,19:00,H,19,ONLINE,19,Bovard College,,OFC,40,6/29/2020,8/21/2020,Project Management
