"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"CSCI-170","Discrete Methods in Computer Science","SU18",29906,"Discrete Methods in Computer Science - Sets, functions, series. Big-O notation and algorithm analysis. Propositional and first-order logic. Counting and discrete probability. Graphs and basic graph algorithms. Basic number theory.","CSCI",3,"AY19"
"CSCI-201","Principles of Software Development","SU18",29908,"Principles of Software Development - Object-oriented paradigm for programming-in-the-large in Java; writing sophisticated concurrent applications with animation and graphic user interfaces; using professional tools on team project. Prerequisite: CSCI 104L.","CSCI",3,"AY19"
"CSCI-270","Introduction to Algorithms and Theory of Computing","SU18",29927,"Introduction to Algorithms and Theory of Computing - Algorithm analysis. Greedy algorithms, divide and conquer, dynamic programming, graph algorithms. NP-completeness and basic recursion theory and undecidability. Sorting lower bounds. Number-theory based cryptography.","CSCI",3,"AY19"
"CSCI-350","Introduction to Operating Systems","SU18",29913,"Introduction to Operating Systems - Basic issues in concurrency, deadlock control, synchronization scheduling, memory management, protection and access control, inter-process communication, and structured design. Laboratory experiences with Unix-like operating system. Duplicates credit in CSCI 402.","CSCI",2,"AY19"
"CSCI-402","Operating Systems","SU18",29915,"Operating Systems - Concurrency, deadlock control, synchronization, process and thread scheduling, memory management, file systems, security and access control, communication and networking, distributed file systems, data management.","CSCI",6,"AY19"
"CSCI-455","Introduction to Programming Systems Design","SU18",29919,"Introduction to Programming Systems Design - Intensive introduction to programming principles, discrete mathematics for computing, software design and software engineering concepts. Not available for credit to computer sciencemajors, graduate or undergraduate.","CSCI",4,"AY19"
"CSCI-526","Advanced Mobile Devices and Game Consoles","SU18",29923,"Advanced Mobile Devices and Game Consoles - Explore the complex engineering process required to design and build a real-time graphics engine to support physical realism on mobile devices. Recommended preparation: CSCI 420 or CSCI 580 or an equivalent course in graphics.","CSCI",1,"AY19"
"CSCI-561","Foundations of Artificial Intelligence","SU18",29924,"Foundations of Artificial Intelligence - Foundations of symbolic intelligent systems, search, logic, knowledge representation, planning, learning.","CSCI",17,"AY19"
"CSCI-567","Machine Learning","SU18",29936,"Machine Learning - Statistical methods for building intelligent and adaptive systems that improve performance from experiences; Focus on theoretical understanding of these methods and their computational implications. Recommended preparation: Undergraduate level training or coursework in linear algebra, multivariate calculus, basic probability and statistics; an undergraduate level course in Artificial Intelligence may be helpful but is not required.","CSCI",6,"AY19"
"CSCI-570","Analysis of Algorithms","SU18",29940,"Analysis of Algorithms - Explores fundamental techniques such as recursion, Fourier transform ordering, dynamic programming for efficient algorithm construction. Examples include arithmetic, algebraic, graph, pattern matching, sorting, searching algorithms.","CSCI",12,"AY19"
"CSCI-585","Database Systems","SU18",29929,"Database Systems - Database system architecture; conceptual database models; semantic, object-oriented, logic-based, and relational databases; user and program interfaces; database system implementation; integrity, security, concurrency and recovery. Recommended Preparation: Knowledge of relational databases, SQL, relational algebra and physical database design is required. Open only to graduate students.","CSCI",6,"AY19"
"CSCI-590","Directed Research","SU18",29960,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","CSCI",4,"AY19"
"CTAN-330","Animation Fundamentals","SU18",17990,"Animation Fundamentals - An introduction to the fundamentals of animation, covering such;topics as timing, anticipation, reaction, overlapping action, and;metamorphosis.","CTAN",1,"AY19"
"CTAN-462","Visual Effects","SU18",17998,"Visual Effects - Survey of contemporary concepts and approaches to production in;the current state of film and video effects work. Digital and;traditional methodologies will be covered, with a concentration on;digital exercises illustrating modern techniques.","CTAN",2,"AY19"
"CTCS-192","Race, Class, and Gender in American Film","SU18",18000,"Race, Class, and Gender in American Film - Analyzes issues of race, class and gender in contemporary American culture as represented in the cinema.","CTCS",1,"AY19"
"CTCS-464","Film and/or Television Genres","SU18",18004,"Film and/or Television Genres - Rigorous examination of film and/or television genres: history, aesthetics, cultural context, social significance, and critical methodologies.","CTCS",1,"AY19"
"CTCS-469","Film and/or Television Style Analysis","SU18",18011,"Film and/or Television Style Analysis - Intensive study of the style of an auteur, studio, film or television making mode in terms of thematic and formal properties and their influences upon the art of film.","CTCS",3,"AY19"
"CTCS-511","Seminar: Non-Fiction Film/Video","SU18",18003,"Seminar: Non-Fiction Film/Video - Aesthetic, rhetorical, and ideological issues in non-fiction film;and video.","CTCS",1,"AY19"
"CTCS-564","Seminar in Film and Television Genres","SU18",18005,"Seminar in Film and Television Genres - Advanced study of a selected genre of film and/or television its relationship to history, society, and culture, as well as to genre theory.","CTCS",1,"AY19"
"CTCS-569","Seminar in Film and Television Authors","SU18",18015,"Seminar in Film and Television Authors - Seminar in the style of an auteur, studio, filmmaking, or televisual mode in terms of thematic and formal properties and their influences upon the art of film and/or television.","CTCS",2,"AY19"
"CTPR-240","Practicum in Production","SU18",18471,"Practicum in Production - Basic production techniques; introduction to the cinematic;elements, production techniques, and equipment; film and/or;videotape production. Not available for major credit to CNTV;majors.;","CTPR",3,"AY19"
"CTPR-428","Summer Production Workshop","SU18",18493,"Summer Production Workshop - To investigate disciplines of Cinema-TV with emphasis on one of;the following areas: writing, directing, editing, camera, sound,;producing, interactive, computer animation or digital.","CTPR",3,"AY19"
"CTPR-460","Film Business Procedures and Distribution","SU18",18482,"Film Business Procedures and Distribution - Financing, budgeting, management as applied to films; problems of;distribution, including merchandising, cataloging, evaluation, and;film library management.;","CTPR",3,"AY19"
"CTPR-515","Global Exchange Workshop","SU18",18608,"Global Exchange Workshop - An intense workshop in documentary filmmaking. Student teams from;USC and a Chinese university make short documentaries on Los;Angeles and Beijing as global cities. Course taught in the;International Summer Program held in Beijing in alternate summers.;;;","CTPR",1,"AY19"
"CTPR-540","Intermediate Sound","SU18",18610,"Intermediate Sound - Practical and aesthetic considerations relating to recording,;editing and sound design.","CTPR",1,"AY19"
"CTPR-553","Developing the Advanced Project","SU18",18616,"Developing the Advanced Project - Script workshop for advanced projects. Covers key screenplay elements, including protagonist and objective, conflict, obstacles, premise and opening, main tension, emotional throughline, etc.","CTPR",1,"AY19"
"CTPR-573","Producing the Advanced Project","SU18",18617,"Producing the Advanced Project - Basic skills of production planning as applied to students' advanced project scripts. Covers all steps from breakdown to delivery. Departmental approval.","CTPR",1,"AY19"
"CTPR-581A","Individual Production Workshop","SU18",18620,"Individual Production Workshop - Individual experimental projects involving the creative use of;visuals (live action or animated) and sound. Open to production;students only. Qualifying courses: CTPR 532 and CTPR 573 (for;directors); CTPR 573 (for producers); CTPR 537 (for;cinematographers), CTPR 535 (for editors), CTPR 546L or CTPR 547L;as production sound person (for sound). Graded IP/Letter.","CTPR",5,"AY19"
