"course_title","semester","course","course_num","course_desc","department","N.Sections"
"ACMD-605","SU18","Faculty Development for Health Sciences Faculty Educators",40275,"Faculty Development for Health Sciences Faculty Educators - Role of faculty development programs in health professions schools; tools for delivering effective continuing education and faculty development; models for mentoring clinical faculty.","ACMD",1
"ADNT-701","F18","Research Methodologies in Dentistry",22600,"Research Methodologies in Dentistry - Critical evaluation of the scientific principles in the development, execution, and interpretation of methodologies used in dentistry.","ADNT",6
"ADNT-702","F18","Physical Diagnosis",22604,"Physical Diagnosis - Didactic and clinical experience in physical diagnosis relevant to practice of the dental specialties. Lecture, 1 hour; demonstration, 1 hour.","ADNT",6
"ADNT-703A","SU18","Seminar: Combined Treatment Planning",22605,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",2
"ADNT-703A","F18","Seminar: Combined Treatment Planning",22601,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",2
"ADNT-703A","SP19","Seminar: Combined Treatment Planning",22605,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",1
"ADNT-703B","SU18","Seminar: Combined Treatment Planning",22608,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",1
"ADNT-703C","F18","Seminar: Combined Treatment Planning",22629,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve;several of the dental specialties.","ADNT",1
"ADNT-703D","SP19","Seminar: Combined Treatment Planning",22606,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",1
"ADNT-703E","SU18","Seminar: Combined Treatment Planning",22607,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialties.","ADNT",1
"ADNT-703F","F18","Seminar: Combined Treatment Planning",22630,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialities. Graded CR/NC.","ADNT",1
"ADNT-703H","SP19","Seminar: Combined Treatment Planning",22607,"Seminar: Combined Treatment Planning - Interdisciplinary consideration of complex cases which involve several of the dental specialities. Graded CR/NC.","ADNT",1
"ADNT-704A","F18","Oral Biology",22602,"Oral Biology - Interdisciplinary consideration of contemporary biology of the;cell, bone, teeth, periodontium, occlusion, dental pulp, pain and;human growth, and development.;","ADNT",4
"ADNT-704B","F18","Oral Biology",22603,"Oral Biology - Interdisciplinary consideration of contemporary biology of the cell, bone, teeth, periodontium, occlusion, dental pulp, pain and human growth and development.","ADNT",4
"ADNT-706","SP19","Seminar: Diseases of Childhood",22602,"Seminar: Diseases of Childhood - Intraoral hard and soft tissue pathologic conditions in children.;common bacterial and viral diseases and their transmission in the;pediatric dental environment. Seminar, 2 hours. Graded CR/NC.","ADNT",1
"ADNT-707","SP19","Behavior of the Child Patient",22603,"Behavior of the Child Patient - Child and adolescent psychological growth and development: Human communication, needs, motivation, and learning. Critical analysis of patient management, team treatment, and practice administration. Lecture, 2 hours.","ADNT",1
"ADNT-710","SU18","Internship: Dental Education",22600,"Internship: Dental Education - Practical experience teaching predoctoral students. Units and hours variable.","ADNT",11
"ADNT-710","F18","Internship: Dental Education",22607,"Internship: Dental Education - Practical experience teaching predoctoral students. Units and hours variable.","ADNT",7
"ADNT-710","SP19","Internship: Dental Education",22600,"Internship: Dental Education - Practical experience teaching predoctoral students. Units and hours variable.","ADNT",7
"AEST-100A","F18","Aerospace Studies I (Air Force Mission and Organization)",41710,"Aerospace Studies I (Air Force Mission and Organization) - Introduction to U.S. Air Force and the military profession; USAF organization and functions; Strategic Air Command organization, command control and weapons systems; communications skills.;","AEST",2
"AEST-100B","SP19","Aerospace Studies I (Air Force Mission and Organization)",41710,"Aerospace Studies I (Air Force Mission and Organization) - Organization and function of NORAD; Tactical Air, Military Airlift, Systems, Logistics, Air Training, and Communications Commands; Army, Navy, Marines; Reserves; Separate Operating Agencies.;","AEST",2
"AEST-110A","F18","Leadership Laboratory I",41715,"Leadership Laboratory I - Introduction to the military experience focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Officer. Graded CR/NC.;","AEST",2
"AEST-110B","SP19","Leadership Laboratory I",41715,"Leadership Laboratory I - Introduction to the military experiecne focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Officer. Graded CR/NC.;","AEST",2
"AEST-200A","F18","Aerospace Studies II (Air Force History)",41720,"Aerospace Studies II (Air Force History) - Development of aerospace power in the U.S. through WWII; emphasis on the Army Air Corps; communication skills.;","AEST",2
"AEST-200B","SP19","Aerospace Studies II (Air Force History)",41720,"Aerospace Studies II (Air Force History) - Development of aerospace power since WWII; emphasis on international confrontations involving the U.S.; communications skills.","AEST",2
"AEST-210A","F18","Leadership Laboratory II",41725,"Leadership Laboratory II - Introduction to the military experience focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Officer. Graded CR/NC.;","AEST",2
"AEST-210B","SP19","Leadership Laboratory II",41725,"Leadership Laboratory II - Introduction to the military experience focusing on customs and courtesies, drill and ceremonies, and the environment of an Air Force Offficer. Graded CR/NC.;","AEST",2
"AEST-300A","F18","Aerospace Studies III (Air Force Management and Leadership)",41730,"Aerospace Studies III (Air Force Management and Leadership) - Air Force management fucusing on the new manager in the Air Force milieu. Emphasis on communication skills peculiar to the Air Force.;","AEST",2
"AEST-300B","SP19","Aerospace Studies III (Air Force Management and Leadership)",41730,"Aerospace Studies III (Air Force Management and Leadership) - Air Force management fucusing on the new manager in the Air Force milieu. Emphasis on communication skills peculiar to the Air Force.;","AEST",2
"AEST-310A","F18","Leadership Laboratory III",41735,"Leadership Laboratory III - Practical introduction to Air Force leadership focusing on military communicative skills, group dynamics, and application of theories of leadership and management. Graded CR/NC.;","AEST",2
"AEST-310B","SP19","Leadership Laboratory III",41735,"Leadership Laboratory III - Practical introduction to Air Force leadership focusing on military communicative skills, group dynamics, and application of theories of leadership and management. Graded CR/NC.;","AEST",2
