"course_title","semester","courseID","section","course_desc","department","N.Sections","year","clean_course_desc"
"Mergers and Acquisitions: Tax Planning and Strategy","SP19","ACCT-533",14288,"Mergers and Acquisitions: Tax Planning and Strategy - Tax planning and strategy in corporate restructuring including mergers, acquisitions, and divestitures. Tax background not required to be successful in this course. Duplicates credit in former ACCT 582.","ACCT",2,"AY19","Mergers and Acquisitions Tax Planning and Strategy Tax planning and strategy in corporate restructuring including mergers acquisitions and divestitures Tax background not required to be successful in this course Duplicates credit in former ACCT 582"
"Performance Measurement, Evaluation, and Incentives","SP19","ACCT-537",14270,"Performance Measurement, Evaluation, and Incentives - Financial responsibility centers, financial and nonfinancial performance measures, budgets and other targets, evaluation techniques and styles, incentives. Strategy implementation and execution. Corporate governance. Online registration limited to graduate accounting and business students.","ACCT",4,"AY19","Performance Measurement Evaluation and Incentives Financial responsibility centers financial and nonfinancial performance measures budgets and other targets evaluation techniques and styles incentives Strategy implementation and execution Corporate governance Online registration limited to graduate accounting and business students"
"Auditing in the Enhanced Data Age","F18","ACCT-541",14205,"Auditing in the Enhanced Data Age - Framework of the audit model including use of large data sets with automated audit tools. A lab environment is an integral part of the course.","ACCT",2,"AY19","Auditing in the Enhanced Data Age Framework of the audit model including use of large data sets with automated audit tools A lab domain is an integral part of the course"
"Auditing and Assurance Services","F18","ACCT-546",14207,"Auditing and Assurance Services - Concepts and principles governing independent professional services that provide assurance on the reliability and relevance of information, including financial statement information. Topics include demand and supply issues for these services, basic principles of evidence, risk assessment and testing. Recommended preparation: ACCT-525x.","ACCT",2,"AY19","Auditing and Assurance Services Concepts and principles governing independent professional services that provide assurance on the reliability and relevance of information including financial statement information Topics include demand and supply issues for these services basic principles of evidence risk assessment and testing Recommended preparation ACCT 525x"
"Enterprise Information Systems","F18","ACCT-547",14209,"Enterprise Information Systems - Focuses on accounting enterprise database models and information technology required to support those systems. Includes analysis and design of interfunctional process flows through reengineering to exploit technology capabilities.","ACCT",1,"AY19","Enterprise Information Systems Focuses on accounting enterprise database models and information technology required to support those systems Includes analysis and design of interfunctional process flows through reengineering to exploit technology capabilities"
"IT Audit and Data Applications","F18","ACCT-548",14212,"IT Audit and Data Applications - Exploration of the role systems play in organizations, the technology that supports these systems and issues relating to technology risk, system/application security and system review/audit.","ACCT",2,"AY19","IT Audit and Data Applications Exploration of the role systems play in organizations the technology that supports these systems and issues relating to technology risk system application security and system review audit"
"Advanced Enterprise Systems and Technologies","F18","ACCT-549",14201,"Advanced Enterprise Systems and Technologies - Design, control and development of advanced enterprise systems, using reengineering, focusing on accounting and financial systems, using a wide range of emerging existing technologies.","ACCT",2,"AY19","Advanced Enterprise Systems and Technologies Design control and development of advanced enterprise systems using reengineering focusing on accounting and financial systems using a wide range of emerging existing technologies"
"Tax Research and Professional Responsibilities","F18","ACCT-550T",14218,"Tax Research and Professional Responsibilities - Tax law research methods; interpreting statutes, cases and rulings; communicating research results; administration and professional responsibilities of tax practice.","ACCT",3,"AY19","Tax Research and Professional Responsibilities Tax law research methods interpreting statutes cases and rulings communicating research results administration and professional responsibilities of tax practice"
"Taxation of Partnerships and S-Corps","F18","ACCT-551T",14221,"Taxation of Partnerships and S-Corps - Federal taxation of flow-through entities, including:partnerships, S corporations, limited liability partnerships(LLPs), and limited liability companies (LLCs). Recommended preparation: ACCT-550T or ACCT-560T or LAW 600.","ACCT",3,"AY19","Taxation of Partnerships and S Corps Federal taxation of flow through entities including partnerships S corporations limited liability partnerships LLPs and limited liability companies LLCs Recommended preparation ACCT 550T or ACCT 560T or LAW 600"
"Taxation of Partnerships and S-Corps","SP19","ACCT-551T",14230,"Taxation of Partnerships and S-Corps - Federal taxation of flow-through entities, including:partnerships, S corporations, limited liability partnerships(LLPs), and limited liability companies (LLCs). Recommended preparation: ACCT-550T or ACCT-560T or LAW 600.","ACCT",2,"AY19","Taxation of Partnerships and S Corps Federal taxation of flow through entities including partnerships S corporations limited liability partnerships LLPs and limited liability companies LLCs Recommended preparation ACCT 550T or ACCT 560T or LAW 600"
"Advanced Financial Statement Auditing Topics","SP19","ACCT-557",14269,"Advanced Financial Statement Auditing Topics - Advanced coverage of topics in financial statement auditing;including market effects of auditing, auditor litigation and;client acceptance, errors and fraud, analytical procedures, and;going-concern assessment.;","ACCT",2,"AY19","Advanced Financial Statement Auditing Topics Advanced coverage of topics in financial statement auditing including market effects of auditing auditor litigation and client acceptance errors and fraud analytical procedures and going concern assessment"
