"course_title","all_goals","sustainability_classification"
"The Management of New Enterprises","4,8,9,10,17","Inclusive"
"Feasibility Analysis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Feasibility Analysis","8,9,10","Inclusive"
"Venture Management","9","Inclusive"
"Venture Initiation: Launching and Scaling Your Startup","8,9","Inclusive"
"Founder's Dilemmas","8,16","Inclusive"
"Seminar in Entrepreneurship","4,8,9,17","Inclusive"
"Digital Playbook for Entrepreneurs: Creating a Tech Startup","1,7,8,9","Inclusive"
"Growth Hacking: Scaling Startups","8,9","Inclusive"
"The Entrepreneurial Mindset- Taking the Leap","4,8,9","Inclusive"
"Social Innovation Design Lab","1,4,5,8,9,11,12,17","Inclusive"
"The Science of Peak Performance","4,8,9","Inclusive"
"The Entrepreneur's Guide to Intellectual Property","4,8,9,17","Inclusive"
"Entertainment Entrepreneurship","4,8,9,17","Inclusive"
"Entrepreneurial Family Business","8,9","Inclusive"
"Introduction to Social Entrepreneurship","1,4,8,9,12,17","Inclusive"
"The Digital Startup Launchpad","9","Inclusive"
"Field Project in Entrepreneurship","1,4,8,9,10,17","Inclusive"
"The Entrepreneurial Journey","4,8,9,10,17","Inclusive"
"Introduction to New Ventures","8,9,10,17","Inclusive"
"Cases in Feasibility Analysis","8,9,10,17","Inclusive"
"Cases in New Venture Management","8,9","Inclusive"
"Venture Initiation","8,9","Inclusive"
"Founder's Dilemmas: Anticipate and Avoid Startup Pitfalls","8","Inclusive"
"Technology Feasibility","8,9,17","Inclusive"
"Technology Commercialization","8,9,10,17","Inclusive"
"The Entrepreneurial Advisor: Problem Solving for;Early-Stage Companies","8,9,17","Inclusive"
"Investing in New Ventures","8,9","Inclusive"
"Entrepreneurship in Innovative Industries: Life Sciences","1,2,4,7,8,9,12,17","Inclusive"
"Entrepreneurship in eCommerce","4,8,9,17","Inclusive"
"Corporate Entrepreneurship","4,8,9,17","Inclusive"
"Investing in Impact Ventures","1,8,9","Inclusive"
"Cases in Feasibility Analysis for Social Ventures","1,8,9,10,17","Inclusive"
"Social Entrepreneurship: Design, Develop, and Deliver","1,4,8,9,17","Inclusive"
"Social Innovation Design","1,8,9,11,12,17","Inclusive"
"Entrepreneurship in the Media and Entertainment Industry","4,8,9,17","Inclusive"
"Social Entrepreneurship","1,4,8,9,17","Inclusive"
"Independent Research in Business Entrepreneurship","4,8,9,17","Inclusive"
"Human Molecular Genetics","3,17","Inclusive"
"Biochemistry of Anti-Cancer Agents","3,8,9,17","Inclusive"
"Optimal Research Presentations","17","Inclusive"
"Predictive and Prognostic Biomarkers in Cancer Treatment","3,4","Inclusive"
"Toolbox for Biochemistry and Molecular Biology","4","Inclusive"
"Cellular and Molecular Biology","2,3,4,9","Inclusive"
"Humans and Their Environment","1,2,6,7,8,9,10,11,12,13,14,15","Focused"
"General Biology for the Environment and Life","2,4,8,12,14,15,17","Focused"
"How the Body Works","3,5,8,9,10,16","Inclusive"
"Good Genes, Bad Genes","4,8,17","Inclusive"
"The Biology of Food","2,4,11,17","Inclusive"
"General Biology: Organismal Biology and Evolution","2,4,5,8,10,12,14,15","Focused"
"Advanced General Biology: Organismal Biology and Evolution","4,9","Inclusive"
"The Nature of Human Health and Disease","1,2,3,5,8,9,10,15","Focused"
"Evolution","","Not Related"
"Introduction to Research I","4,17","Inclusive"
"Introduction to Research II","4,17","Inclusive"
"Neuroscience Colloquium","17","Inclusive"
"General Biology: Cell Biology and Physiology","4,9","Inclusive"
"Advanced General Biology: Cell Biology and Physiology","4,9","Inclusive"
"The Biology of the Brain","4,9","Inclusive"
"Introduction to Microbiology","2,3,6,8,12,14,15","Focused"
"Introduction to Statistics for Biologists","4,15","Focused"
"General Physiology","3,9,15","Focused"
"Molecular Biochemistry","","Not Related"
"Evolution and Population Genetics","1,8,10,11","Inclusive"
"Introduction to Ecology","2,8,11,12,13,14,15","Focused"
"Molecular Biology","4,9,14,15","Focused"
"Multidisciplinary Seminar: Science, Technology and Society","1,4,5,8,9,17","Inclusive"
"Genetics","1,3,8,10","Inclusive"
"Biochemistry","9","Inclusive"
"Advanced Molecular Biology","3,4,6,8,9,14,15,17","Focused"
"Biotechnology","2,4,7,9","Inclusive"
"Cellular and Molecular Neuroscience","2,3,8,9,17","Inclusive"
"Systems Neuroscience: From Synapses to Perception","8,9,13","Focused"
"Applications of Molecular Biology to Medicine","2,3,4","Inclusive"
"Advanced Cell Biology","4,9,11","Inclusive"
"Biology of Cancer","3,4,17","Inclusive"
"Neurobiology","8,9,17","Inclusive"
"Epilepsy to Ecstasy: Biological Basis of Neurological Disord","3","Inclusive"
"Brain Architecture","11","Inclusive"
"The Global Environment","2,6,7,8,9,12,13,14,15,17","Focused"
"The Biology of Tropical Diseases","2,3,4,15","Focused"
"Aquatic Microbiology","5,10,14,15","Focused"
"Advanced Biochemistry","9","Inclusive"
"Nutritional Biochemistry","2","Inclusive"
"Practical Analysis of Biological Data in R","8,12,15","Focused"
"Fundamentals of Vertebrate Biology","4","Inclusive"
"Principles of Immunology","3,9","Inclusive"
"Seminar in Molecular and Computational Biology","4,17","Inclusive"
"Seminar in Neurobiology","17,8,10","Inclusive"
"Marine Biology","4,14","Focused"
"Biological Oceanography","2,6,8,9,12,14,15","Focused"
"Computational Genome Analysis","","Not Related"
"Developmental Biology","4,8,9,15,17","Focused"
"Structural Bioinformatics: From Atoms to Cells","","Not Related"
"Geobiology and Astrobiology","8,12,15","Focused"
"Advanced Seminar in Bacterial Survival and Evolution","6,9,17","Inclusive"
"Regenerative Medicine: Principles, Paradigms and Practice","4,9","Inclusive"
"Honors Seminar","8,10,17,1,9","Inclusive"
"Molecular Genetics and Biochemistry","9","Inclusive"
"Laboratory Techniques in Cellular and Molecular Biology","4,8,9,17","Inclusive"
"Seminar in Marine Biology","4,14,17","Focused"
"Advanced Seminar on the Physiology of Marine Organisms","1,5,6,7,8,9,10,12,13,14,15,17","Focused"
"Advanced Seminar in Molecular and Microbial Ecology","2,5,8,9,10,11,12,13,14,15,17","Focused"
"Metals and Biology in Oceanic Regimes","4,9,14","Focused"
"Seminar in Molecular Biology","4,17","Inclusive"
"Advanced Reading in Molecular Biology","4,9","Inclusive"
"Computational Molecular Biology Laboratory","4","Inclusive"
"Advanced Biological Oceanography","2,8,9,11,12,13,14,15","Focused"
"Evolution and Adaptation of Marine Organisms","1,8,12,14,15","Focused"
"Faculty Lecture Series","11,15","Focused"
"Scientific Writing and Reviewing","17","Inclusive"
"Practicum in Teaching the Biological Sciences","8,9,17","Inclusive"
"Introduction to Biomedical Implants","9","Inclusive"
"Neurobehavioral Basis of Movement","4,9","Inclusive"
"Musculoskeletal and Biomechanical Basis of Movement","9","Inclusive"
"Physiological Basis of Voluntary Movement","","Not Related"
"Experimental Methods for the Analysis of Human Movement","","Not Related"
"Functional Neuroanatomy with Lab Dissection","9","Inclusive"
"Readings in Biokinesiology","17","Inclusive"
"Biomechanics","9,17,6,7,11,13","Focused"
"Classic Readings in Biokinesiology","8,9,17","Inclusive"
"Introduction to Biomedical Engineering","8,9,11,17","Inclusive"
"Biomedical Engineering Practice","8,9,17","Inclusive"
"Biomedical Computer Simulation Methods","3,4,9","Inclusive"
"Medical Electronics","9","Inclusive"
"Control and Communication in the Nervous System","9","Inclusive"
"Physiological Systems","3,9","Inclusive"
"Senior Projects: Measurements and Instrumentation","9","Inclusive"
"Introduction to Bioengineering in Medicine","3,8,9,17","Inclusive"
"Introduction to Biomaterials and Tissue Engineering","9,12","Inclusive"
"Bioengineering Signals and Systems","9","Inclusive"
"Development and Regulation of Medical Products","8,9,17","Inclusive"
"Statistical Methods in Biomedical Engineering","9","Inclusive"
"Basics of Biomedical Imaging","7,8,9,13","Focused"
"Principles and Applications of Systems Biology","4,9","Inclusive"
"Fundamentals of Biomedical Microdevices","4,9","Inclusive"
"Engineering Biomedical Innovations","9","Inclusive"
"Advanced Topics in Biomedical Systems","8,9,10","Inclusive"
"Advanced Studies of the Nervous System","4,8,9,10","Inclusive"
"Laboratory Projects in Biomedical Engineering","4,9,17","Inclusive"
"Bioengineering of Disease and Cell Therapeutics","3,9,12,17","Inclusive"
"Physiological Control Systems","9","Inclusive"
"Signal and Systems Analysis","9","Inclusive"
"Measurement and Processing of Biological Signals","9","Inclusive"
"Advanced Biomedical Imaging","8,9,13","Focused"
"Integration of Medical Imaging Systems","1,5,9","Inclusive"
"Medical Diagnostics, Therapeutics and Informatics Applicatio","3,7,9","Inclusive"
"Introduction to Systems Biology","4,9","Inclusive"
"Seminar in Bioengineering","17","Inclusive"
"Introduction to Bio-MEMS and Nanotechnology","2,4,7,8,9,12,13","Focused"
"Neural Implant Engineering","8,9","Inclusive"
"Nanomedicine and Drug Delivery","2,9,12,15","Focused"
"Topics in Health, Technology and Engineering","1,8,9,12,17","Inclusive"
"Case Studies in Health, Technology and Engineering","1,8,9,12,17","Inclusive"
"Applied Electrophysiology","9","Inclusive"
"Biomedical Measurement and Instrumentation","9","Inclusive"
"Foundations of Finance and Accounting","1,8,9,10","Inclusive"
"Freshman Leadership Seminar","4,8,9,17","Inclusive"
"Global Leadership Seminar","4,8,9,12,13,15,17","Focused"
"Learning About International Commerce","8,9,11,12,13,15","Focused"
"Economic Foundations for Business","1,8,9,10","Inclusive"
"Introduction to Business for Non-Majors","1,8,9,10","Inclusive"
"Transfer International Experience","8,9,13,17","Focused"
"Foundations of Business Finance","8,9,10","Inclusive"
"Choosing and Planning a Future Career in Business","8,9,12","Inclusive"
"Introduction to Financial Accounting","8,9,10","Inclusive"
"Introduction to Managerial Accounting","8,9,10","Inclusive"
"Technology Entrepreneurship","4,8,9,10,12,16,17","Inclusive"
"Communication Strategy in Business","8,9,17","Inclusive"
"Communication Strategy in Accounting","8,9,10,17","Inclusive"
"Organizational Behavior and Leadership","4,8,9,7,10,11,13","Focused"
"Abridged Core Concepts of Accounting Information","1,8,9,10","Inclusive"
"Business Finance","7,8,9,10","Inclusive"
"Marketing Fundamentals","8,9,10,12","Inclusive"
"Applied Business Statistics","8,9,10","Inclusive"
"Operations Management","8,9,10,17","Inclusive"
"Operations Management for Accounting Majors","8,9,10","Inclusive"
"Basics of Project and Operations Management for Non-Majors","8,9,10,12,17","Inclusive"
"Basics of Project and Operations Management for;Non-Majors","8,9,10,12,17","Inclusive"
"Data Analysis for Decision Making","9","Inclusive"
"Marshall Honors Research Seminar","8,9,17","Inclusive"
"Practicum in Business Issues (Internship)","1,4,8,9,10,17","Inclusive"
"Strategic Management","1,12,8,9,17","Inclusive"
"Communication in the Working World - Managing Diversity","1,5,8,9,10,11,16","Inclusive"
"Ethics and Professional Communication","4,8,9,17","Inclusive"
"Communication for Organizations: Exploring Creativity","8,9,12,17","Inclusive"
"Managing Communication and New Media","1,8,9","Inclusive"
"International Business Communication","8,9,11,13","Focused"
"Business Communication Management for Nonprofits","1,8,9,12,15,17","Focused"
"Advanced Managerial Communication","8,9,17","Inclusive"
"Writing for Accounting and Tax Professionals","1,9,17","Inclusive"
"Leading with Digital Communication","1,8,9","Inclusive"
"Defining and Communicating Your Professional Value","1,4,8,9,10","Inclusive"
"Communication for Doctoral Students: Succeeding;as a Teacher","4,9,12","Inclusive"
"Topics in Cancer (Epi)Genomics","3,4,17","Inclusive"
"Biologic Basis of Oral-Facial Disease","3,4","Inclusive"
"Laboratory Methods","9,17","Inclusive"
"Craniofacial Clinical Genetics","3,11,15","Focused"
"Systematic Research Writing","9,17","Inclusive"
"Epistemology and Ethos of Bioscience","2,8,9,11","Inclusive"
"Biomineralization","3,6,9,14,15","Focused"
"Design and Planning of Civil Engineering Systems","9,11,12","Inclusive"
"Introduction to Computer Methods in Civil Engineering","9","Inclusive"
"Introduction to Environmental Engineering","2,6,7,8,9,11,12,13,14,15","Focused"
"Introduction to Design of Structural Systems","9,12,17","Inclusive"
"Introduction to Environmental Engineering Microbiology","2,6,7,8,9,11,12,13,14,15","Focused"
"Mechanics of Deformable Bodies","7,8,13","Focused"
"Fluid Mechanics","2,6,7,8,9,12,13,14,15","Focused"
"Theory of Structures I","9","Inclusive"
"Computer Methods in Engineering","9","Inclusive"
"Risk Analysis in Civil Engineering","9","Inclusive"
"Water Resources Engineering","1,6,8,9,12,15,17","Focused"
"Water Quality Science and Engineering","4,6,9,11,12,13,14,15","Focused"
"Design of Steel Structures","9,17","Inclusive"
"Reinforced Concrete Design","8,9,17","Inclusive"
"Theory of Structures II","9","Inclusive"
"Construction Engineering","8,9,12","Inclusive"
"Construction Methods and Equipment","8,9,12","Inclusive"
"Water Chemistry and Analysis","6,8,9,11,12,13,14,15","Focused"
"Water Supply and Sewerage System Design","1,6,9,11,12","Inclusive"
"Design of Free-Surface Hydraulic Systems","1,6,9,10,11,15","Focused"
"Geotechnical Engineering","2,6,8,9,10","Inclusive"
"Sustainable Design and Construction","2,4,6,7,8,9,12,13,14,15","Focused"
"Building Information Modeling and Integrated Practice","9,12,17","Inclusive"
"Principles of Transportation Engineering","6,9,11,12","Inclusive"
"Design of Pressurized Hydraulic Systems","6,7,9,12","Inclusive"
"Timber and Masonry Design","8,9,11,15","Focused"
"Structural Systems Design","7,9,11","Inclusive"
"Foundation Design","9","Inclusive"
"Water Treatment Design","6,9,12","Inclusive"
"Wastewater Treatment Design","6,7,8,9,12,13,14","Focused"
"Functions of the Constructor","9","Inclusive"
"Construction Accounting and Finance","1,8,9","Inclusive"
"Data Management for Civil and Environmental Engineering","6,7,8,9,12,13,14,15","Focused"
"Heavy Construction Estimating","1,8,9,12","Inclusive"
"Mechanics of Solids I","6,7,8,9,12,13","Focused"
"Geohydrology","6,8,9,12,13,14,15","Focused"
"Physiochemical Processes in Environmental Engineering","6,7,8,9,12,13,14,15","Focused"
"Engineering Mathematical Methods","8,9,10","Inclusive"
"Finite Element Analysis","8,9","Inclusive"
"Geotechnical Earthquake Engineering","1,2,6,9,11","Inclusive"
"Advanced Reinforced Concrete","9","Inclusive"
"Advanced Steel Structures","9,11,12","Inclusive"
"Dynamics of Structures","7,9,13","Focused"
"Theory of Plates","7,13","Focused"
"Stability of Structures","9,12","Inclusive"
"Structural Mechanics of Composite Materials","7,8,9,12","Inclusive"
"Earthquake Engineering: Response of Structures","1,2,6,8,9,10,11","Inclusive"
"Biological Processes in Environmental Engineering","2,6,7,8,9,12,13,14,15","Focused"
"Project Controls-Budgeting and Estimating","9,17","Inclusive"
"Advanced Building Estimating","9","Inclusive"
"Project Controls - Planning and Scheduling","8,9,12,17","Inclusive"
"Building Information Modeling for Collaborative;Construction","9,17","Inclusive"
"Transportation System Security and Emergency Management","1,8,9,11","Inclusive"
"Design of Transportation Facilities","2,6,9,11,12,15","Focused"
"Intelligent Transportation Systems","1,8,9,11,12,17","Inclusive"
"Traffic Engineering and Control","9,11","Inclusive"
"Port Engineering: Planning and Operations","9,12,13,14","Focused"
"System Identification","8,9","Inclusive"
"Introduction to Chemical Engineering","6,7,9,12,13","Focused"
"Numerical Methods in Chemical Engineering","6,9,12","Inclusive"
"Chemical Engineering Thermodynamics","6,9,12","Inclusive"
"Introduction to Separation Processes","7,9,13","Focused"
"Applications of Probability and Statistics for Chemical Engineers","6,9,12","Inclusive"
"Chemical Reactor Analysis","6,9,12","Inclusive"
"Viscous Flow","6,9,12","Inclusive"
