SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
21177,ANSC,JOUR-594B,59,2,2,Master's Thesis,C,,Y,TBA,TBA,,0,,"Garza, Oscar, G",OFFICE,0,Credit on acceptance of thesis.
,,,,,,,,,,,,,,,,,,
21180,ANSC,JOUR-594Z,59,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,"Garza, Oscar, G",OFFICE,0,Credit on acceptance of thesis. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
21181,ANSC,JOUR-594Z,59,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,"Tolan, Sandy",OFFICE,0,Credit on acceptance of thesis. Graded IP/CR/NC.
,,,,,,,,,,,,,,,,,,
21030,ANSC,PR-250,57,4,4,Strategic Public Relations: An Introduction,C,,Y,17:00,19:30,TH,8,A,"Beyah, Clarissa",ONLINE,8,"Strategies/practices in the growing field of public relations, including landmark cases, campaign planning; special emphasis on historical roots, current and future practice."
21047,ANSC,PR-490,51,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
21046,ANSC,PR-490,50,1,8,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Individual research and readings. Not available for graduate credit.
21059,ANSC,PR-525,57,3,3,Multimedia Content Creation for Brand Storytelling II,C,,Y,18:00,21:45,W,4,,,ANN209,4,"Conceptualization and creation of strategic, research-based, primarily image and video multimedia content for use by organizations of all types."
21062,ANSC,PR-536,57,3,3,"Digital, Social and Mass Media Public Relations Strategies",C,,Y,18:00,21:45,M,0,,"Le Veque, Matthew, K",ANN209,0,Analysis of shifting media environment; development and execution of multi-platform campaigns based on organizational goals and audience characteristics.
21193,ANSC,PR-561,169,4,4,Principles of Public Relations,C,,Y,TBA,TBA,,6,A,,ONLINE,6,"Practical and theoretical survey of the public relations profession as it is currently practiced, providing a social/contextual backdrop for further study of the field."
21148,ANSC,PR-590,57,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.
21146,ANSC,PR-590,50,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.
21145,ANSC,PR-590,59,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.
21147,ANSC,PR-590,51,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.
21175,ANSC,PR-594A,59,2,2,Master's Thesis,C,,N,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of thesis.
21179,ANSC,PR-594B,59,2,2,Master's Thesis,C,,N,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of thesis.
21182,ANSC,PR-594Z,59,0,0,Master's Thesis,C,,Y,TBA,TBA,,0,,,OFFICE,0,Credit on acceptance of thesis.
52880,ANSC,PUBD-590,51,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree.  Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school.  Graded
,,,,,,,,,,,,,,,,,,CR/NC.
52882,ANSC,PUBD-590,59,1,12,Directed Research,C,,Y,TBA,TBA,,0,,,OFFICE,0,Research leading to the master's degree.  Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the school.  Graded
,,,,,,,,,,,,,,,,,,CR/NC.
52887,ANSC,PUBD-596,59,4,4,Practicum in Public Diplomacy Research,C,,Y,TBA,TBA,,4,,"Banks, Robert, D.",OFFICE,4,Development and production of original research-based project in
,,,,,,,,,,,,,,,,,,the area of public diplomacy.  Graded CR/NC.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
11205,ARCH,ARCH-102A,51,4,4,Architectural Design I,CL,,Y,12:00,17:50,MWF,0,,,,0,"Introduction to principles and processes; sequence of exercises emphasizing development of basic skills, ideas, and techniques used in the design of simplified architectural projects."
11204,ARCH,ARCH-105,51,2,2,Fundamentals of Design Communication,CL,,Y,12:00,16:50,TH,0,,,,0,"Visual communication techniques applicable to the design of the built environment; drawing, photography, modeling."
,,,,,,,,,,,,,,,,,,
11258,ARCH,ARCH-524,59,1,1,Professional Practicum,C,,Y,TBA,TBA,,1,,,OFFICE,1,Comparative studies of professional practice between U.S. firms and firms in other countries. Open to international upper-division undergraduate and graduate architecture students only. Graded CR/NC.
11266,ARCH,ARCH-549,258,3,3,Fundamentals of Heritage Conservation,C,,Y,9:00,16:00,MTWHF,0,B,"Sandmeier, Trudi, G.",OFFICE,0,"Concepts and strategies for conservation of significant elements of the built environment: buildings, sites and communities as revealed by readings, site visits, and case studies."
,,,,,,,,,,9:00,16:00,MTWHF,,,,ONLINE,,
11231,ARCH,ARCH-580,263,4,4,Field Studies,CL,,Y,TBA,TBA,,3,C,"Touraine, Olivier",OFFICE,3,"Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings."
11232,ARCH,ARCH-580,623,4,4,Field Studies,CL,,Y,TBA,TBA,,0,C,"Robinson, Alexander",OFFICE,0,"Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings."
,,,,,,,,,,,,,,,"Tang, Aurora",,,
11230,ARCH,ARCH-580,430,4,4,Field Studies,CL,,Y,TBA,TBA,,5,C,"Paige, Gary",OFFICE,5,"Off-campus field studies using direct observation, site recordings/documentation, analysis and evaluation supplemented by discussions and readings."
,,,,,,,,,,,,,,,"Tajima, Takako",,,
11220,ARCH,ARCH-642,661,6,6,Landscape Architecture Design,CL,,Y,TBA,TBA,,0,C,"Touraine, Olivier",OFFICE,0,Fully integrated landscape place design; reclamation sites at
,,,,,,,,,,,,,,,,,,significant urban or natural locations.
11212,ARCH,ARCH-705,661,6,6,Advanced Graduate Architecture Design- Topics,CL,,Y,TBA,TBA,,0,C,"Touraine, Olivier",OFFICE,0,Advanced topical investigations emphasizing diverse areas of specialization. Projects will be faculty-led research investigations that concentrate on diverse areas of vital concern. Prerequisite: ARCH 605bL or ARCH 702L. Open only to Architecture majors.
14200,BUAD,ACCT-525,418,15,15,Intensive Accounting Principles and Practices,C,,Y,8:00,17:45,MTWHF,0,,"Smith, Lori, L.",JKP202,0,Technical accounting theory and principles necessary for graduate
,,,,,,,,,,,,,,,,,,work.  Satisfies the prerequisite requirements for intermediate
,,,,,,,,,,,,,,,,,,"and advanced accounting, auditing, and tax.  Credit toward degree"
,,,,,,,,,,,,,,,,,,limited to M.Acc. and M.B.T. students. Recommended Preparation:
,,,,,,,,,,,,,,,,,,Introductory accounting courses.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
14510,BUAD,BUAD-280,57,3,3,Introduction to Financial Accounting,C,,Y,10:00,11:50,MW,4,,,JFF236,4,Emphasis on understanding financial statements and the impact of business transactions on information presented to management and interested stakeholders.  Duplicates credit in BUAD 305.
14518,BUAD,BUAD-281,57,3,3,Introduction to Managerial Accounting,C,,Y,9:00,10:50,TH,19,,"Jackson, Cecil, W.",ONLINE,19,"An emphasis on how accounting information, combined with a variety of techniques and best practices, supports enhanced management decision making. Duplicates credit in BUAD 305."
14677,BUAD,BUAD-302,378,4,4,Communication Strategy in Business,C,,Y,15:00,17:20,MW,36,,"Colman, Maria",ONLINE,36,"Theory, practices, and techniques of business communication strategy essential to external and organizational communication; group and interpersonal communication; development of skill in oral and written communication. Duplicates credit in the former BUAD 302T."
14717,BUAD,BUAD-304,378,4,4,Organizational Behavior and Leadership,C,,Y,9:00,11:30,MW,24,,"Cratsley, Maya, Jane",ONLINE,24,The role of leadership in business organizations; concepts and skills for managing oneself and others.
,,,,,,,,,,,,,,,"Anicich, Eric, M.",,,
14782,BUAD,BUAD-306,57,4,4,Business Finance,C,,Y,9:00,11:20,MW,11,,"Orellana, Augusto, Ignacio",JFF239,11,"Financial problems of business enterprise; function of financial manager; sources of funds; instruments, institutions, and practices of finance; problems of financial management using case studies. Recommended Preparation: foundational courses in microeconomics, financial accounting, and business st"
,,,,,,,,,,,,,,,,,,atistics. Duplicates credit in BUAD 215x and BUAD 308.
,,,,,,,,,,,,,,,"Ahern, Kenneth",,,
14800,BUAD,BUAD-307,378,4,4,Marketing Fundamentals,CD,,Y,18:00,20:20,MW,36,,"Perner, Lars, Erik",ONLINE,36,"Develop a managerial viewpoint in planning, executing, and evaluating marketing decisions of the firm, including decisions related to products, pricing, distribution channels and promotion."
14790,BUAD,BUAD-308,57,4,4,Advanced Business Finance,C,,Y,9:00,11:30,TH,1,,"Ye, Tiange",JFF239,1,"Rigorous coverage of principles and practices of financial management; valuation of cash flows; capital budgeting; risk and return; cost of capital; corporate financial policy. Recommended Preparation: foundational courses in microeconomics, financial accounting, and business statistics. Duplicates"
,,,,,,,,,,,,,,,,,,credit in BUAD 215x and BUAD 306.
,,,,,,,,,,,,,,,"Matsusaka, John, G.",,,
14884,BUAD,BUAD-310,378,4,4,Applied Business Statistics,CD,,Y,10:00,12:30,MW,39,A,"Maslova, Inga",ONLINE,39,"Statistical methods for business analysis; data exploration and description; sampling distributions; estimation; hypothesis testing, simple and multiple regression; model building. Extensive computer applications. (Duplicates credit in BUAD 312 and the former ITP 251.)"
14922,BUAD,BUAD-311,378,4,4,Operations Management,C,,Y,12:00,14:30,MW,27,A,"Takayama, Kathy",ONLINE,27,"Fundamentals of operations management. Skills needed to analyze, manage, and improve business processes. Topics include: process, capacity, service, and inventory management and optimization. (Duplicates credit in BUAD 311T and BUAD 315x.)"
15053,BUAD,BUAD-425,441,2,2,Introduction to Business Analytics,C,,Y,10:00,12:30,TH,34,A,"Maslova, Inga",ONLINE,34,Leveraging large corporate datasets; slice and dice data; dash boards; data mining and statistical tools; neural network; multiple and logistic regression; decision tree; gain inference and decision making; clustering.
15092,BUAD,BUAD-497,378,4,4,Strategic Management,C,,Y,15:00,17:30,MW,34,,"Kwon, Hee Yeul",ONLINE,34,"Examination of managerial decision-making, planning, and policy under changing environments; readings, cases, exercises, simulations."
,,,,,,,,,,,,,,,"Kang, Hyo",,,
16478,BUAD,MKT-425,378,4,4,Digital Marketing Fundamentals,C,,Y,10:00,12:20,TH,7,A,"Schiele, Kristen",ONLINE,7,Examine the changing world of the connected consumer. Gain introductory knowledge about consumers online and digital marketing tactics across industries.
15127,BUS,BUAD-495,153,1,1,Practicum in Business Issues (Internship),C,,Y,TBA,TBA,,13,,,ONLINE,13,"Combined classroom discussion and structured, supervised field application of business theories and practices within a part-time employment context. Open only to: Freshmen, Sophomore, Junior, Senior. Graded CR/NC."
15126,BUS,BUAD-495,153,1,1,Practicum in Business Issues (Internship),C,,Y,TBA,TBA,,15,,"Hardister, Paul",ONLINE,15,"Combined classroom discussion and structured, supervised field application of business theories and practices within a part-time employment context. Open only to: Freshmen, Sophomore, Junior, Senior. Graded CR/NC."
15082,BUS,BUAD-495,133,1,1,Practicum in Business Issues (Internship),C,,N,TBA,TBA,,0,,"Teng, Jeff",ONLINE,0,"Combined classroom discussion and structured, supervised field application of business theories and practices within a part-time employment context. Open only to: Freshmen, Sophomore, Junior, Senior. Graded CR/NC."
15808,BUS,GSBA-542,574,1.5,1.5,Communication for Management,C,,Y,11:00,13:50,T,0,,"Philadelphia, Marion, M.",JKP102,0,"Internal and external communication, research methods, reports for"
,,,,,,,,,,,,,,,,,,"decision-making, oral presentations and briefing, strategies to"
,,,,,,,,,,,,,,,,,,assure communication; field studies. Duplicates credit in GSBA
,,,,,,,,,,,,,,,,,,"502, GSBA 523, GSBA-523T, and the former GSBA-502ab."
15809,BUS,GSBA-542,574,1.5,1.5,Communication for Management,C,,Y,15:00,17:50,T,0,,"Philadelphia, Marion, M.",JKP102,0,"Internal and external communication, research methods, reports for"
,,,,,,,,,,,,,,,,,,"decision-making, oral presentations and briefing, strategies to"
,,,,,,,,,,,,,,,,,,assure communication; field studies. Duplicates credit in GSBA
,,,,,,,,,,,,,,,,,,"502, GSBA 523, GSBA-523T, and the former GSBA-502ab."
15807,BUS,GSBA-542,574,1.5,1.5,Communication for Management,C,,Y,8:00,10:50,T,0,,"Philadelphia, Marion, M.",JKP102,0,"Internal and external communication, research methods, reports for"
,,,,,,,,,,,,,,,,,,"decision-making, oral presentations and briefing, strategies to"
,,,,,,,,,,,,,,,,,,assure communication; field studies. Duplicates credit in GSBA
,,,,,,,,,,,,,,,,,,"502, GSBA 523, GSBA-523T, and the former GSBA-502ab."
15159,BUSD,BUCO-637,570,1,1,Communication for Doctoral Students: Succeeding,C,,Y,TBA,TBA,,0,,"Cerling, Lee",OFFICE,0,"Theories of teaching and learning; strategies for developing course materials; practical advice for managing common challenges; lecturing, leading discussion, creating in-class activities."
,,,,,,as a Teacher,,,,,,,,,,,,
70125,BVC,CJ-500,988,2,2,Criminology,C,,Y,18:00,19:00,W,11,A,"Lurie, Steven",ONLINE,11,Key theories and frameworks used to explain crime and inform responses to crime.
70130,BVC,CJ-505,981,2,2,Analysis of Criminal Justice Systems,C,,Y,18:00,19:00,T,11,A,"Vellakkatel, Miji, John",ONLINE,11,The criminal justice systems response to crime through a theoretical and interdisciplinary lens.
70135,BVC,CJ-510,988,2,2,Criminal Justice Leadership,C,,Y,18:00,19:00,T,6,A,"Fazio, Victor",ONLINE,6,Theory and practice of traditional and contemporary approaches to leadership in the context of criminal justice.
70136,BVC,CJ-510,988,2,2,Criminal Justice Leadership,C,,Y,18:00,19:00,T,9,A,"Mejia, Juan",ONLINE,9,Theory and practice of traditional and contemporary approaches to leadership in the context of criminal justice.
70141,BVC,CJ-515,981,2,2,Applied Research Methods for Criminal Justice,C,,Y,18:00,19:00,H,9,A,"Chappell, Brandy, N",ONLINE,9,Fundamental research methods and design commonly used to answer questions related to criminal justice.
70140,BVC,CJ-515,981,2,2,Applied Research Methods for Criminal Justice,C,,Y,18:00,19:00,H,9,A,"Hummer, Donald",ONLINE,9,Fundamental research methods and design commonly used to answer questions related to criminal justice.
70145,BVC,CJ-520,988,2,2,Applied Statistics and Data Analysis in Criminal Justice,C,,Y,18:00,19:00,H,16,A,"Mullins, Leslie",ONLINE,16,Fundamentals of statistics and statistical analyses commonly used to interpret crime data for evaluation and performance.
70150,BVC,CJ-525,981,2,2,Ethical Decision-Making in Criminal Justice,C,,Y,18:00,19:00,W,12,A,"Mejia, Juan",ONLINE,12,Examination and analysis of how societal expectations for ethical behavior and regulatory oversight affect leaders and managers in criminal justice.
70166,BVC,CJ-540,988,2,2,Criminal Justice Policy and Program Development,C,,Y,18:00,19:00,W,12,A,"Cortez, Joseph",ONLINE,12,In-depth analysis of all major stages of the criminal justice policymaking process.
70165,BVC,CJ-540,988,2,2,Criminal Justice Policy and Program Development,C,,Y,18:00,19:00,W,15,A,"Buchner, Brian",ONLINE,15,In-depth analysis of all major stages of the criminal justice policymaking process.
